Most important phishing n_grams
2193. 24e5 - freq: 16
2194. 5b91 - freq: 16
2195. 0sup - freq: 16
2196. ngid - freq: 16
2197. ngua - freq: 16
2198. 5c85 - freq: 16
2199. 5d55 - freq: 16
2200. 2910 - freq: 16
2201. ack. - freq: 16
2202. web/ - freq: 16
2203. p/se - freq: 16
2204. al.o - freq: 16
2205. nt%2 - freq: 16
2206. nt/a - freq: 16
2207. alib - freq: 16
2208. c000 - freq: 16
2209. c/lo - freq: 16
2210. 712e - freq: 16
2211. 7175 - freq: 16
2212. 1c03 - freq: 16
2213. nts. - freq: 16
2214. 1e8c - freq: 16
2215. 1da7 - freq: 16
2216. 1de8 - freq: 16
2217. appý - freq: 16
2218. 7614 - freq: 16
2219. atci - freq: 16
2220. atti - freq: 16
2221. ww.b - freq: 16
2222. sour - freq: 16
2223. ocia - freq: 16
2224. spec - freq: 16
2225. 3527 - freq: 16
2226. ba.c - freq: 16
2227. src= - freq: 16
2228. 6b14 - freq: 15
2229. bab3 - freq: 15
2230. sswo - freq: 15
2231. 6c2d - freq: 15
2232. 6c6c - freq: 15
2233. 6bcd - freq: 15
2234. 38c5 - freq: 15
2235. 6e6f - freq: 15
2236. /.no - freq: 15
2237. //ho - freq: 15
2238. ome. - freq: 15
2239. //me - freq: 15
2240. //no - freq: 15
2241. //tu - freq: 15
2242. ons/ - freq: 15
2243. ýbc/ - freq: 15
2244. 8.16 - freq: 15
2245. 8.24 - freq: 15
2246. ýdke - freq: 15
2247. key= - freq: 15
2248. ordp - freq: 15
2249. d/ch - freq: 15
2250. tact - freq: 15
2251. 2c15 - freq: 15
2252. d19e - freq: 15
2253. 2be4 - freq: 15
2254. 81c0 - freq: 15
2255. oup. - freq: 15
2256. 82cf - freq: 15
2257. d558 - freq: 15
2258. th2/ - freq: 15
2259. m/ea - freq: 15
2260. m/do - freq: 15
2261. m/zr - freq: 15
2262. d6c6 - freq: 15
2263. 88.1 - freq: 15
2264. /?vi - freq: 15
2265. 4188 - freq: 15
2266. .ams - freq: 15
2267. .clu - freq: 15
2268. ?vie - freq: 15
2269. .dns - freq: 15
2270. ?web - freq: 15
2271. ca/9 - freq: 15
2272. 44f5 - freq: 15
2273. 4616 - freq: 15
2274. 4692 - freq: 15
2275. =/my - freq: 15
2276. 4788 - freq: 15
2277. ttle - freq: 15
2278. 4835 - freq: 15
2279. 48be - freq: 15
2280. 7e69 - freq: 15
2281. .jus - freq: 15
2282. ty.p - freq: 15
2283. r-da - freq: 15
2284. cfb0 - freq: 15
2285. r.ht - freq: 15
2286. ch=0 - freq: 15
2287. 0170 - freq: 15
2288. 038c - freq: 15
2289. e.00 - freq: 15
2290. 03c8 - freq: 15
2291. 3a0d - freq: 15
2292. e/cm - freq: 15
2293. co.z - freq: 15
2294. 3c53 - freq: 15
2295. 91de - freq: 15
2296. cpnl - freq: 15
2297. a&di - freq: 15
2298. ppýd - freq: 15
2299. e59a - freq: 15
2300. n/?v - freq: 15
2301. e617 - freq: 15
2302. e5b9 - freq: 15
2303. n/bi - freq: 15
2304. 9746 - freq: 15
2305. .za/ - freq: 15
2306. &app - freq: 15
2307. lnc. - freq: 15
2308. 98.2 - freq: 15
2309. e81c - freq: 15
2310. 97cf - freq: 15
2311. umen - freq: 15
2312. 524e - freq: 15
2313. lub/ - freq: 15
2314. /en/ - freq: 15
2315. /ema - freq: 15
2316. dc00 - freq: 15
2317. 8c5. - freq: 15
2318. uth2 - freq: 15
2319. uthe - freq: 15
2320. 582c - freq: 15
2321. deli - freq: 15
2322. 1.ph - freq: 15
2323. s/js - freq: 15
2324. 1151 - freq: 15
2325. /nat - freq: 15
2326. /php - freq: 15
2327. 1404 - freq: 15
2328. /ppa - freq: 15
2329. dkey - freq: 15
2330. 1566 - freq: 15
2331. /que - freq: 15
2332. 166. - freq: 15
2333. /sms - freq: 15
2334. /sto - freq: 15
2335. 16c2 - freq: 15
2336. f0d2 - freq: 15
2337. 188. - freq: 15
2338. 4e5d - freq: 15
2339. dpre - freq: 15
2340. b&di - freq: 15
2341. o.ht - freq: 15
2342. zrr- - freq: 15
2343. o.za - freq: 15
2344. /zrr - freq: 15
2345. id=6 - freq: 15
2346. mpli - freq: 15
2347. 6.98 - freq: 15
2348. iew= - freq: 15
2349. rate - freq: 15
2350. b0ee - freq: 15
2351. 643e - freq: 15
2352. rdpr - freq: 15
2353. 0ee5 - freq: 15
2354. im/h - freq: 15
2355. im/5 - freq: 15
2356. 66.9 - freq: 15
2357. 65cb - freq: 15
2358. 9aea - freq: 15
2359. 66c8 - freq: 15
2360. b91d - freq: 15
2361. ee5b - freq: 15
2362. pýdk - freq: 15
2363. 20%2 - freq: 15
2364. ish/ - freq: 15
2365. nc.t - freq: 15
2366. roya - freq: 15
2367. rr-d - freq: 15
2368. 249= - freq: 15
2369. ness - freq: 15
2370. 2752 - freq: 15
2371. g/na - freq: 15
2372. aae6 - freq: 15
2373. ngs/ - freq: 15
2374. %209 - freq: 15
2375. %20% - freq: 15
2376. 2897 - freq: 15
2377. ad44 - freq: 15
2378. 2991 - freq: 15
2379. 2994 - freq: 15
2380. er.n - freq: 15
2381. aea1 - freq: 15
2382. es/p - freq: 15
2383. es/t - freq: 15
2384. webb - freq: 15
2385. west - freq: 15
2386. erse - freq: 15
2387. .166 - freq: 15
2388. .249 - freq: 15
2389. c038 - freq: 15
2390. c.ti - freq: 15
2391. 70e5 - freq: 15
2392. ntic - freq: 15
2393. ntra - freq: 15
2394. 7261 - freq: 15
2395. .98. - freq: 15
2396. nvoi - freq: 15
2397. 746f - freq: 15
2398. c5.p - freq: 15
2399. ard. - freq: 15
2400. ards - freq: 15
2401. fb0e - freq: 15
2402. 75ff - freq: 15
2403. l/in - freq: 15
2404. asp? - freq: 15
2405. assw - freq: 15
2406. sgro - freq: 15
2407. c835 - freq: 15
2408. att/ - freq: 15
2409. c89e - freq: 15
2410. fede - freq: 15
2411. 313f - freq: 15
2412. 3241 - freq: 15
2413. ss/a - freq: 15
2414. ba12 - freq: 15
2415. flix - freq: 14
2416. ston - freq: 14
2417. stsg - freq: 14
2418. bbf6 - freq: 14
2419. bbpo - freq: 14
2420. xd2s - freq: 14
2421. -inf - freq: 14
2422. 6f64 - freq: 14
2423. 6ed4 - freq: 14
2424. //.j - freq: 14
2425. -kno - freq: 14
2426. sxd2 - freq: 14
2427. /.te - freq: 14
2428. on=1 - freq: 14
2429. //n3 - freq: 14
2430. //th - freq: 14
2431. //we - freq: 14
2432. ont/ - freq: 14
2433. bins - freq: 14
2434. oper - freq: 14
2435. or/b - freq: 14
2436. or/c - freq: 14
2437. d.am - freq: 14
2438. 8024 - freq: 14
2439. 8.ph - freq: 14
2440. orta - freq: 14
2441. d/ov - freq: 14
2442. ki.c - freq: 14
2443. 2c48 - freq: 14
2444. d0d6 - freq: 14
2445. d203 - freq: 14
2446. 2d13 - freq: 14
2447. oupb - freq: 14
2448. ours - freq: 14
2449. d1s6 - freq: 14
2450. bpol - freq: 14
2451. d459 - freq: 14
2452. d2sd - freq: 14
2453. 2f1n - freq: 14
2454. oyai - freq: 14
2455. 85bc - freq: 14
2456. bsao - freq: 14
2457. m/bo - freq: 14
2458. know - freq: 14
2459. gf26 - freq: 14
2460. 89sx - freq: 14
2461. gfd1 - freq: 14
2462. gfas - freq: 14
2463. gfha - freq: 14
2464. ?sf5 - freq: 14
2465. pal- - freq: 14
2466. .att - freq: 14
2467. ghas - freq: 14
2468. pbd. - freq: 14
2469. tor/ - freq: 14
2470. 4517 - freq: 14
2471. pert - freq: 14
2472. 4601 - freq: 14
2473. 4697 - freq: 14
2474. 2sdf - freq: 14
2475. tsgr - freq: 14
2476. cb9b - freq: 14
2477. .gq/ - freq: 14
2478. yai- - freq: 14
2479. cc0a - freq: 14
2480. ttiv - freq: 14
2481. cba1 - freq: 14
2482. php/ - freq: 14
2483. 495k - freq: 14
2484. 7e5c - freq: 14
2485. r0&a - freq: 14
2486. plcp - freq: 14
2487. .lin - freq: 14
2488. .lnc - freq: 14
2489. yfed - freq: 14
2490. ;rve - freq: 14
2491. ch=2 - freq: 14
2492. ch=9 - freq: 14
2493. .nav - freq: 14
2494. pnl0 - freq: 14
2495. pol. - freq: 14
2496. le.l - freq: 14
2497. le/s - freq: 14
2498. lcpn - freq: 14
2499. 02d7 - freq: 14
2500. yjc= - freq: 14
2501. ;wpm - freq: 14
2502. ;wre - freq: 14
2503. 0505 - freq: 14
2504. e.ln - freq: 14
2505. e09b - freq: 14
2506. co.c - freq: 14
2507. e/ve - freq: 14
2508. e26a - freq: 14
2509. ue.c - freq: 14
2510. 92e3 - freq: 14
2511. ll-k - freq: 14
2512. 93bd - freq: 14
2513. e3d5 - freq: 14
2514. 3fd3 - freq: 14
2515. e657 - freq: 14
2516. e69a - freq: 14
2517. 95k3 - freq: 14
2518. e6f6 - freq: 14
2519. hasd - freq: 14
2520. 991f - freq: 14
2521. logs - freq: 14
2522. 9949 - freq: 14
2523. e97d - freq: 14
2524. 3l2c - freq: 14
2525. n495 - freq: 14
2526. help - freq: 14
2527. hfas - freq: 14
2528. 5164 - freq: 14
2529. /all - freq: 14
2530. a18f - freq: 14
2531. a0d3 - freq: 14
2532. unit - freq: 14
2533. up.c - freq: 14
2534. 527b - freq: 14
2535. 9=sc - freq: 14
2536. upbd - freq: 14
2537. /dea - freq: 14
2538. 53e3 - freq: 14
2539. /ee/ - freq: 14
2540. /ent - freq: 14
2541. 5613 - freq: 14
2542. a69a - freq: 14
2543. 3sd2 - freq: 14
2544. 8ang - freq: 14
2545. util - freq: 14
2546. hp?w - freq: 14
2547. 5915 - freq: 14
2548. 5946 - freq: 14
2549. 58gf - freq: 14
2550. a9a2 - freq: 14
2551. df23 - freq: 14
2552. demo - freq: 14
2553. dera - freq: 14
2554. desj - freq: 14
2555. s.du - freq: 14
2556. s/ca - freq: 14
2557. 8gfd - freq: 14
2558. s/si - freq: 14
2559. 1516 - freq: 14
2560. memb - freq: 14
2561. 169a - freq: 14
2562. s689 - freq: 14
2563. /scu - freq: 14
2564. /sp/ - freq: 14
2565. 1729 - freq: 14
2566. /sts - freq: 14
2567. f18d - freq: 14
2568. vasi - freq: 14
2569. vasr - freq: 14
2570. f23s - freq: 14
2571. f264 - freq: 14
2572. 17a7 - freq: 14
2573. /us/ - freq: 14
2574. f1n4 - freq: 14
2575. /val - freq: 14
2576. s9df - freq: 14
2577. f58g - freq: 14
2578. vers - freq: 14
2579. vgha - freq: 14
2580. ico. - freq: 14
2581. f8an - freq: 14
2582. ies. - freq: 14
2583. ral. - freq: 14
2584. 6454 - freq: 14
2585. im/8 - freq: 14
2586. 4s9d - freq: 14
2587. 64s9 - freq: 14
2588. rfgh - freq: 14
2589. b809 - freq: 14
2590. ebbp - freq: 14
2591. 689s - freq: 14
2592. rhgf - freq: 14
2593. mzyz - freq: 14
2594. invo - freq: 14
2595. ed19 - freq: 14
2596. ee/s - freq: 14
2597. 9df2 - freq: 14
2598. rjgh - freq: 14
2599. k3l2 - freq: 14
2600. 9ed0 - freq: 14
2601. 2035 - freq: 14
2602. 2099 - freq: 14
2603. vyfe - freq: 14
2604. nal/ - freq: 14
2605. 20on - freq: 14
2606. itym - freq: 14
2607. rope - freq: 14
2608. 22c4 - freq: 14
2609. 2466 - freq: 14
2610. 2561 - freq: 14
2611. 23sd - freq: 14
2612. 264s - freq: 14
2613. 5b&s - freq: 14
2614. embe - freq: 14
2615. 2732 - freq: 14
2616. ngf2 - freq: 14
2617. ward - freq: 14
2618. ener - freq: 14
2619. ento - freq: 14
2620. ent_ - freq: 14
2621. ae69 - freq: 14
2622. rvgh - freq: 14
2623. 5dce - freq: 14
2624. nl00 - freq: 14
2625. es/j - freq: 14
2626. ry=u - freq: 14
2627. ess. - freq: 14
2628. 9sxd - freq: 14
2629. ai-s - freq: 14
2630. l%20 - freq: 14
2631. jc=/ - freq: 14
2632. noti - freq: 14
2633. 5k3l - freq: 14
2634. nown - freq: 14
2635. ns/i - freq: 14
2636. ns.p - freq: 14
2637. nt/v - freq: 14
2638. c/ba - freq: 14
2639. jghf - freq: 14
2640. c115 - freq: 14
2641. c151 - freq: 14
2642. sarv - freq: 14
2643. sarg - freq: 14
2644. anew - freq: 14
2645. angf - freq: 14
2646. 7299 - freq: 14
2647. anti - freq: 14
2648. 1d48 - freq: 14
2649. sd2f - freq: 14
2650. 1e44 - freq: 14
2651. c2e9 - freq: 14
2652. scur - freq: 14
2653. sdf8 - freq: 14
2654. sf58 - freq: 14
2655. 7573 - freq: 14
2656. l-kn - freq: 14
2657. c569 - freq: 14
2658. 1fed - freq: 14
2659. arvg - freq: 14
2660. asdf - freq: 14
2661. p;rv - freq: 14
2662. p;wr - freq: 14
2663. p;wp - freq: 14
2664. l/se - freq: 14
2665. fd1s - freq: 14
2666. simp - freq: 14
2667. l2c1 - freq: 14
2668. sl&a - freq: 14
2669. avyf - freq: 14
2670. p?sf - freq: 14
2671. p?we - freq: 14
2672. 1n49 - freq: 14
2673. 3.se - freq: 14
2674. 3144 - freq: 14
2675. fhas - freq: 14
2676. od.a - freq: 14
2677. 1s68 - freq: 14
2678. 34cb - freq: 14
2679. ofil - freq: 13
2680. 6adc - freq: 13
2681. 36e4 - freq: 13
2682. bc/b - freq: 13
2683. stin - freq: 13
2684. 389d - freq: 13
2685. bd70 - freq: 13
2686. 6f2b - freq: 13
2687. 6f6e - freq: 13
2688. 6ede - freq: 13
2689. //.g - freq: 13
2690. om.s - freq: 13
2691. om/x - freq: 13
2692. om/y - freq: 13
2693. bell - freq: 13
2694. //ja - freq: 13
2695. omjo - freq: 13
2696. //po - freq: 13
2697. //ro - freq: 13
2698. kapp - freq: 13
2699. /0bc - freq: 13
2700. kast - freq: 13
2701. onco - freq: 13
2702. kedý - freq: 13
2703. ot.c - freq: 13
2704. -sec - freq: 13
2705. 8/my - freq: 13
2706. otif - freq: 13
2707. 2d62 - freq: 13
2708. 2e68 - freq: 13
2709. 2e6e - freq: 13
2710. 2e90 - freq: 13
2711. 4&di - freq: 13
2712. 8493 - freq: 13
2713. -web - freq: 13
2714. ower - freq: 13
2715. own/ - freq: 13
2716. 8523 - freq: 13
2717. d63f - freq: 13
2718. 8696 - freq: 13
2719. d5b8 - freq: 13
2720. d5dc - freq: 13
2721. m/bl - freq: 13
2722. m/sc - freq: 13
2723. 86aa - freq: 13
2724. thll - freq: 13
2725. 896e - freq: 13
2726. ge.c - freq: 13
2727. ge.h - freq: 13
2728. =&lo - freq: 13
2729. v.co - freq: 13
2730. 4.ph - freq: 13
2731. d=73 - freq: 13
2732. kup. - freq: 13
2733. tonl - freq: 13
2734. tomj - freq: 13
2735. 42fb - freq: 13
2736. 4427 - freq: 13
2737. ca%2 - freq: 13
2738. ca/5 - freq: 13
2739. 7a75 - freq: 13
2740. 4658 - freq: 13
2741. 7b7f - freq: 13
2742. .go. - freq: 13
2743. 7c3e - freq: 13
2744. cc53 - freq: 13
2745. cate - freq: 13
2746. 49=s - freq: 13
2747. .it/ - freq: 13
2748. cemb - freq: 13
2749. .man - freq: 13
2750. last - freq: 13
2751. 020f - freq: 13
2752. 0264 - freq: 13
2753. pot. - freq: 13
2754. pps. - freq: 13
2755. ckup - freq: 13
2756. clas - freq: 13
2757. 3b0e - freq: 13
2758. 3b2a - freq: 13
2759. e/ab - freq: 13
2760. e/ma - freq: 13
2761. 3ae5 - freq: 13
2762. e/pl - freq: 13
2763. e/on - freq: 13
2764. .tec - freq: 13
2765. ptio - freq: 13
2766. 3bde - freq: 13
2767. e22c - freq: 13
2768. e1b8 - freq: 13
2769. 9303 - freq: 13
2770. comm - freq: 13
2771. your - freq: 13
2772. 9497 - freq: 13
2773. e483 - freq: 13
2774. 954e - freq: 13
2775. e532 - freq: 13
2776. 9571 - freq: 13
2777. e55a - freq: 13
2778. llnk - freq: 13
2779. e69d - freq: 13
2780. n/co - freq: 13
2781. 9747 - freq: 13
2782. lnk/ - freq: 13
2783. 97aa - freq: 13
2784. 9905 - freq: 13
2785. e919 - freq: 13
2786. ls.h - freq: 13
2787. n3pl - freq: 13
2788. a/0b - freq: 13
2789. 5052 - freq: 13
2790. lser - freq: 13
2791. /c11 - freq: 13
2792. qc/b - freq: 13
2793. 5262 - freq: 13
2794. a272 - freq: 13
2795. a275 - freq: 13
2796. 530d - freq: 13
2797. 5314 - freq: 13
2798. /cgi - freq: 13
2799. 3plc - freq: 13
2800. us/d - freq: 13
2801. 54b5 - freq: 13
2802. 54ee - freq: 13
2803. da4f - freq: 13
2804. 5661 - freq: 13
2805. hlln - freq: 13
2806. 8b0b - freq: 13
2807. 5701 - freq: 13
2808. a6a6 - freq: 13
2809. dc2e - freq: 13
2810. /har - freq: 13
2811. hp?l - freq: 13
2812. 8cc5 - freq: 13
2813. 58d1 - freq: 13
2814. de84 - freq: 13
2815. 8dca - freq: 13
2816. zell - freq: 13
2817. /n3p - freq: 13
2818. s.na - freq: 13
2819. 108c - freq: 13
2820. s/so - freq: 13
2821. mbra - freq: 13
2822. 1303 - freq: 13
2823. s3.s - freq: 13
2824. /out - freq: 13
2825. 12e7 - freq: 13
2826. 1442 - freq: 13
2827. /qc/ - freq: 13
2828. /soc - freq: 13
2829. 1720 - freq: 13
2830. 181e - freq: 13
2831. 4d85 - freq: 13
2832. mika - freq: 13
2833. miss - freq: 13
2834. 4e7b - freq: 13
2835. mjon - freq: 13
2836. 4ee6 - freq: 13
2837. verf - freq: 13
2838. f4d5 - freq: 13
2839. ial- - freq: 13
2840. id=c - freq: 13
2841. ices - freq: 13
2842. ms3. - freq: 13
2843. 6010 - freq: 13
2844. b/lo - freq: 13
2845. raft - freq: 13
2846. 60e5 - freq: 13
2847. 0d35 - freq: 13
2848. 0d6d - freq: 13
2849. 6368 - freq: 13
2850. ikas - freq: 13
2851. rg/c - freq: 13
2852. ea13 - freq: 13
2853. 64d4 - freq: 13
2854. ea58 - freq: 13
2855. ea8f - freq: 13
2856. in/u - freq: 13
2857. eb0c - freq: 13
2858. b5ff - freq: 13
2859. b776 - freq: 13
2860. ingu - freq: 13
2861. 6865 - freq: 13
2862. 687c - freq: 13
2863. ed00 - freq: 13
2864. b7fd - freq: 13
2865. ridg - freq: 13
2866. 6976 - freq: 13
2867. ecad - freq: 13
2868. 9df5 - freq: 13
2869. edit - freq: 13
2870. irma - freq: 13
2871. 9fd8 - freq: 13
2872. 2050 - freq: 13
2873. t/ac - freq: 13
2874. rmik - freq: 13
2875. t/lo - freq: 13
2876. t/ve - freq: 13
2877. =tru - freq: 13
2878. rofi - freq: 13
2879. 0onl - freq: 13
2880. 238c - freq: 13
2881. ror= - freq: 13
2882. ne/l - freq: 13
2883. edýn - freq: 13
2884. iye. - freq: 13
2885. 25f6 - freq: 13
2886. embr - freq: 13
2887. 26dc - freq: 13
2888. ac71 - freq: 13
2889. 27b7 - freq: 13
2890. 5cbb - freq: 13
2891. ae53 - freq: 13
2892. af58 - freq: 13
2893. nort - freq: 13
2894. exce - freq: 13
2895. 7022 - freq: 13
2896. c020 - freq: 13
2897. c096 - freq: 13
2898. wmai - freq: 13
2899. c/ch - freq: 13
2900. 1ad2 - freq: 13
2901. nsul - freq: 13
2902. c/ov - freq: 13
2903. ams3 - freq: 13
2904. saon - freq: 13
2905. ang. - freq: 13
2906. nty1 - freq: 13
2907. c275 - freq: 13
2908. aonl - freq: 13
2909. 72e3 - freq: 13
2910. 7417 - freq: 13
2911. ser/ - freq: 13
2912. 1fe9 - freq: 13
2913. armi - freq: 13
2914. 75da - freq: 13
2915. c5bf - freq: 13
2916. c5b7 - freq: 13
2917. 778e - freq: 13
2918. c75f - freq: 13
2919. c6c6 - freq: 13
2920. 76e4 - freq: 13
2921. fc44 - freq: 13
2922. ator - freq: 13
2923. attl - freq: 13
2924. fbc9 - freq: 13
2925. 77bc - freq: 13
2926. c7ad - freq: 13
2927. fd3a - freq: 13
2928. fd8a - freq: 13
2929. jone - freq: 13
2930. sine - freq: 13
2931. c8e9 - freq: 13
2932. avy/ - freq: 13
2933. c9bb - freq: 13
2934. ode. - freq: 13
2935. spot - freq: 13
2936. 6a6b - freq: 13
2937. 3636 - freq: 12
2938. xa=a - freq: 12
2939. 3686 - freq: 12
2940. 3697 - freq: 12
2941. 35c0 - freq: 12
2942. 35ad - freq: 12
2943. 3756 - freq: 12
2944. 6afd - freq: 12
2945. ogs/ - freq: 12
2946. 6c1f - freq: 12
2947. 36ea - freq: 12
2948. stat - freq: 12
2949. 6c9f - freq: 12
2950. bc91 - freq: 12
2951. stlo - freq: 12
2952. 6ba1 - freq: 12
2953. bbf7 - freq: 12
2954. l=en - freq: 12
2955. ohue - freq: 12
2956. sult - freq: 12
2957. -idt - freq: 12
2958. 3957 - freq: 12
2959. 38d4 - freq: 12
2960. 6e48 - freq: 12
2961. 6e67 - freq: 12
2962. 6da4 - freq: 12
2963. bde8 - freq: 12
2964. 6f4d - freq: 12
2965. bf56 - freq: 12
2966. bf7d - freq: 12
2967. okap - freq: 12
2968. 6eac - freq: 12
2969. beb0 - freq: 12
2970. om/. - freq: 12
2971. om/k - freq: 12
2972. /.ar - freq: 12
2973. free - freq: 12
2974. 6fa7 - freq: 12
2975. /.in - freq: 12
2976. /.k- - freq: 12
2977. //pp - freq: 12
2978. //si - freq: 12
2979. szo4 - freq: 12
2980. op.c - freq: 12
2981. onta - freq: 12
2982. ooka - freq: 12
2983. kde/ - freq: 12
2984. ord. - freq: 12
2985. 2a69 - freq: 12
2986. oref - freq: 12
2987. 802d - freq: 12
2988. orth - freq: 12
2989. 8061 - freq: 12
2990. d08f - freq: 12
2991. 2b16 - freq: 12
2992. 811d - freq: 12
2993. 2af5 - freq: 12
2994. d13b - freq: 12
2995. d21e - freq: 12
2996. 81e4 - freq: 12
2997. boco - freq: 12
2998. body - freq: 12
2999. 8365 - freq: 12
3000. 835a - freq: 12
3001. d35c - freq: 12
3002. 2e36 - freq: 12
3003. 2e67 - freq: 12
3004. 2e7e - freq: 12
3005. d400 - freq: 12
3006. 846a - freq: 12
3007. d477 - freq: 12
3008. 8594 - freq: 12
3009. tera - freq: 12
3010. terp - freq: 12
3011. tern - freq: 12
3012. 84ee - freq: 12
3013. 861f - freq: 12
3014. d627 - freq: 12
3015. d63d - freq: 12
3016. 85b0 - freq: 12
3017. m/fo - freq: 12
3018. 8741 - freq: 12
3019. d70b - freq: 12
3020. m/li - freq: 12
3021. m/ro - freq: 12
3022. m/ve - freq: 12
3023. gall - freq: 12
3024. d6db - freq: 12
3025. 8874 - freq: 12
3026. then - freq: 12
3027. d898 - freq: 12
3028. 8952 - freq: 12
3029. 8954 - freq: 12
3030. tics - freq: 12
3031. 8981 - freq: 12
3032. busi - freq: 12
3033. 897a - freq: 12
3034. d987 - freq: 12
3035. 89a4 - freq: 12
3036. 418f - freq: 12
3037. pals - freq: 12
3038. .ar/ - freq: 12
3039. 41ad - freq: 12
3040. top/ - freq: 12
3041. 4418 - freq: 12
3042. .de/ - freq: 12
3043. 7a14 - freq: 12
3044. 7a1f - freq: 12
3045. cb2c - freq: 12
3046. 7b90 - freq: 12
3047. cb9c - freq: 12
3048. 4745 - freq: 12
3049. 7aa2 - freq: 12
3050. 7adf - freq: 12
3051. 46a8 - freq: 12
3052. i/wp - freq: 12
3053. cc5d - freq: 12
3054. 7bab - freq: 12
3055. 7bbe - freq: 12
3056. 487b - freq: 12
3057. 47a7 - freq: 12
3058. 492a - freq: 12
3059. .k-i - freq: 12
3060. cdc0 - freq: 12
3061. cddf - freq: 12
3062. 7f17 - freq: 12
3063. cf34 - freq: 12
3064. 7ec9 - freq: 12
3065. cept - freq: 12
3066. cert - freq: 12
3067. 7fd5 - freq: 12
3068. ch=4 - freq: 12
3069. lace - freq: 12
3070. chab - freq: 12
3071. 0246 - freq: 12
3072. gnýn - freq: 12
3073. 0336 - freq: 12
3074. 037c - freq: 12
3075. post - freq: 12
3076. ppsp - freq: 12
3077. 057. - freq: 12
3078. e-in - freq: 12
3079. 0582 - freq: 12
3080. e-we - freq: 12
3081. 3a25 - freq: 12
3082. 061b - freq: 12
3083. 0644 - freq: 12
3084. 9058 - freq: 12
3085. e088 - freq: 12
3086. 05a8 - freq: 12
3087. 3b2e - freq: 12
3088. e/at - freq: 12
3089. e/ca - freq: 12
3090. 0728 - freq: 12
3091. e/ho - freq: 12
3092. pspo - freq: 12
3093. 3af3 - freq: 12
3094. 9172 - freq: 12
3095. 917f - freq: 12
3096. e176 - freq: 12
3097. 90ec - freq: 12
3098. e0e1 - freq: 12
3099. .top - freq: 12
3100. 0887 - freq: 12
3101. 9248 - freq: 12
3102. cohu - freq: 12
3103. 0967 - freq: 12
3104. lice - freq: 12
3105. com& - freq: 12
3106. 939u - freq: 12
3107. 92be - freq: 12
3108. 3e83 - freq: 12
3109. .vn/ - freq: 12
3110. 9465 - freq: 12
3111. e441 - freq: 12
3112. e43b - freq: 12
3113. ll/l - freq: 12
3114. e498 - freq: 12
3115. 09ae - freq: 12
3116. 9500 - freq: 12
3117. 3ef4 - freq: 12
3118. n-us - freq: 12
3119. 962e - freq: 12
3120. 9671 - freq: 12
3121. e652 - freq: 12
3122. e677 - freq: 12
3123. e5c5 - freq: 12
3124. e703 - freq: 12
3125. e70b - freq: 12
3126. 9766 - freq: 12
3127. 9778 - freq: 12
3128. 9791 - freq: 12
3129. e776 - freq: 12
3130. habo - freq: 12
3131. n/up - freq: 12
3132. e6c0 - freq: 12
3133. 96f4 - freq: 12
3134. 981d - freq: 12
3135. 9871 - freq: 12
3136. e87a - freq: 12
3137. e86a - freq: 12
3138. 97dd - freq: 12
3139. e917 - freq: 12
3140. 9962 - freq: 12
3141. e999 - freq: 12
3142. e8cc - freq: 12
3143. 99ed - freq: 12
3144. 3kde - freq: 12
3145. a/63 - freq: 12
3146. &err - freq: 12
3147. a/8f - freq: 12
3148. hent - freq: 12
3149. a13k - freq: 12
3150. 5260 - freq: 12
3151. 5291 - freq: 12
3152. /bus - freq: 12
3153. 51fc - freq: 12
3154. a1ed - freq: 12
3155. /cer - freq: 12
3156. 536d - freq: 12
3157. hina - freq: 12
3158. /cre - freq: 12
3159. 52d6 - freq: 12
3160. /dat - freq: 12
3161. upor - freq: 12
3162. /eml - freq: 12
3163. a4f3 - freq: 12
3164. da73 - freq: 12
3165. 5627 - freq: 12
3166. 564d - freq: 12
3167. 57.p - freq: 12
3168. a702 - freq: 12
3169. 5748 - freq: 12
3170. 5786 - freq: 12
3171. ustl - freq: 12
3172. 56e6 - freq: 12
3173. dc0b - freq: 12
3174. 8c78 - freq: 12
3175. 5829 - freq: 12
3176. 8be0 - freq: 12
3177. /hou - freq: 12
3178. 8d1c - freq: 12
3179. dd10 - freq: 12
3180. a92b - freq: 12
3181. 5979 - freq: 12
3182. 5990 - freq: 12
3183. &ope - freq: 12
3184. de/w - freq: 12
3185. 58f7 - freq: 12
3186. a8af - freq: 12
3187. 8e93 - freq: 12
3188. 59df - freq: 12
3189. 8ed1 - freq: 12
3190. 8g/b - freq: 12
3191. dfc4 - freq: 12
3192. dfd1 - freq: 12
3193. s/ce - freq: 12
3194. s/cs - freq: 12
3195. ~szo - freq: 12
3196. 10e7 - freq: 12
3197. mark - freq: 12
3198. hue. - freq: 12
3199. /oau - freq: 12
3200. 11d4 - freq: 12
3201. 130e - freq: 12
3202. me/i - freq: 12
3203. 12d6 - freq: 12
3204. 12da - freq: 12
3205. 12ee - freq: 12
3206. 1412 - freq: 12
3207. /pos - freq: 12
3208. /pre - freq: 12
3209. 1470 - freq: 12
3210. 13fd - freq: 12
3211. 13kd - freq: 12
3212. ://x - freq: 12
3213. /rea - freq: 12
3214. 1605 - freq: 12
3215. f.ht - freq: 12
3216. f037 - freq: 12
3217. f07f - freq: 12
