dictionary size=  10000
list element size=  100 

Start value = J  Goal value = P 

Expand Node | Fringe
--------------------
-           | (7197, 'J')
C12         | (3179, 'J5'), (3824, 'L25'), (7677, 'U7'), (6098, 'P21'), (8906, 'P16'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (6118, 'N15'), (9325, 'W'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (8911, 'H5'), (7490, 'V19'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (10348, 'M9')
J5          | (3824, 'L25'), (6098, 'P21'), (7677, 'U7'), (6118, 'N15'), (8906, 'P16'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (7490, 'V19'), (9325, 'W'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (8911, 'H5'), (10348, 'M9'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23')
L25         | (2532, 'F'), (6098, 'P21'), (7677, 'U7'), (6118, 'N15'), (8906, 'P16'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (7490, 'V19'), (9325, 'W'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (8911, 'H5'), (10348, 'M9'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23')
F           | (1630, 'S16'), (1754, 'U22'), (7677, 'U7'), (4295, 'N12'), (2442, 'Q0'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (6098, 'P21'), (5489, 'R2'), (3331, 'I25'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (7490, 'V19'), (6118, 'N15'), (8906, 'P16'), (8557, 'Q11'), (7664, 'U6'), (4111, 'M13'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (8911, 'H5'), (10348, 'M9'), (7259, 'H6'), (9548, 'O6'), (9325, 'W'), (10038, 'W13'), (9672, 'R7'), (9863, 'X7'), (9682, 'R1'), (10093, 'I9')
S16         | (1754, 'U22'), (2442, 'Q0'), (7677, 'U7'), (4295, 'N12'), (3331, 'I25'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (6098, 'P21'), (5489, 'R2'), (4111, 'M13'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (7490, 'V19'), (6118, 'N15'), (8906, 'P16'), (8557, 'Q11'), (7664, 'U6'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (8911, 'H5'), (10348, 'M9'), (7259, 'H6'), (9548, 'O6'), (9325, 'W'), (10038, 'W13'), (9672, 'R7'), (9863, 'X7'), (9682, 'R1')
U22         | (2442, 'Q0'), (3331, 'I25'), (7677, 'U7'), (4295, 'N12'), (4111, 'M13'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (6098, 'P21'), (5489, 'R2'), (7664, 'U6'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (7490, 'V19'), (6118, 'N15'), (8906, 'P16'), (8557, 'Q11'), (9682, 'R1'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (8911, 'H5'), (10348, 'M9'), (7259, 'H6'), (9548, 'O6'), (9325, 'W'), (10038, 'W13'), (9672, 'R7'), (9863, 'X7')
Q0          | (3331, 'I25'), (4111, 'M13'), (7677, 'U7'), (4295, 'N12'), (5489, 'R2'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (6098, 'P21'), (8557, 'Q11'), (7664, 'U6'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (7490, 'V19'), (6118, 'N15'), (8906, 'P16'), (9672, 'R7'), (9682, 'R1'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (8911, 'H5'), (10348, 'M9'), (7259, 'H6'), (9548, 'O6'), (9325, 'W'), (10038, 'W13'), (9863, 'X7')
I25         | (4111, 'M13'), (4295, 'N12'), (7677, 'U7'), (6098, 'P21'), (5489, 'R2'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (6118, 'N15'), (8557, 'Q11'), (7664, 'U6'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (7490, 'V19'), (7259, 'H6'), (8906, 'P16'), (9672, 'R7'), (9682, 'R1'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (8911, 'H5'), (10348, 'M9'), (9863, 'X7'), (9548, 'O6'), (9325, 'W'), (10038, 'W13')
M13         | (4295, 'N12'), (5489, 'R2'), (7677, 'U7'), (6098, 'P21'), (7664, 'U6'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (6118, 'N15'), (8557, 'Q11'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (7490, 'V19'), (7259, 'H6'), (8906, 'P16'), (9672, 'R7'), (10038, 'W13'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (8911, 'H5'), (10348, 'M9'), (9863, 'X7'), (9548, 'O6'), (9325, 'W')
N12         | (5489, 'R2'), (6098, 'P21'), (7677, 'U7'), (6118, 'N15'), (7664, 'U6'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (7259, 'H6'), (8557, 'Q11'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (7490, 'V19'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (10038, 'W13'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (8911, 'H5'), (10348, 'M9'), (9863, 'X7'), (9548, 'O6')
R2          | (6098, 'P21'), (6118, 'N15'), (7677, 'U7'), (7259, 'H6'), (7664, 'U6'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (7490, 'V19'), (8557, 'Q11'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (10038, 'W13'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (8936, 'X23'), (9548, 'O6'), (10348, 'M9'), (9863, 'X7')
P21         | (6118, 'N15'), (7259, 'H6'), (7677, 'U7'), (7490, 'V19'), (7664, 'U6'), (8286, 'W23'), (8115, 'S12'), (8663, 'M'), (8911, 'H5'), (8557, 'Q11'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8670, 'M'), (8936, 'X23'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (10038, 'W13'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (8681, 'A17'), (9863, 'X7'), (9548, 'O6'), (10348, 'M9')
N15         | (7259, 'H6'), (7490, 'V19'), (7677, 'U7'), (8663, 'M'), (7664, 'U6'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8911, 'H5'), (8557, 'Q11'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8936, 'X23'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (10038, 'W13'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (9863, 'X7'), (9548, 'O6')
H6          | (7490, 'V19'), (7664, 'U6'), (7677, 'U7'), (8663, 'M'), (8557, 'Q11'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8911, 'H5'), (8906, 'P16'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8936, 'X23'), (9325, 'W'), (9548, 'O6'), (9672, 'R7'), (10038, 'W13'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (9863, 'X7')
V19         | (2530, 'F'), (6787, 'S'), (7677, 'U7'), (7664, 'U6'), (8906, 'P16'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (9548, 'O6'), (9682, 'R1'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (9863, 'X7'), (9672, 'R7'), (10038, 'W13'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5')
F           | (1628, 'S16'), (1752, 'U22'), (7677, 'U7'), (6787, 'S'), (2440, 'Q0'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (7257, 'H6'), (4293, 'N12'), (3329, 'I25'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (7664, 'U6'), (8906, 'P16'), (5487, 'R2'), (9670, 'R7'), (4109, 'M13'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9325, 'W'), (8557, 'Q11'), (9863, 'X7'), (9548, 'O6'), (9672, 'R7'), (8555, 'Q11'), (10038, 'W13'), (9682, 'R1'), (10093, 'I9'), (7662, 'U6')
S16         | (1752, 'U22'), (2440, 'Q0'), (7677, 'U7'), (6787, 'S'), (3329, 'I25'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (7257, 'H6'), (4293, 'N12'), (4109, 'M13'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (7664, 'U6'), (8906, 'P16'), (5487, 'R2'), (9670, 'R7'), (7662, 'U6'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9325, 'W'), (8557, 'Q11'), (9863, 'X7'), (9548, 'O6'), (9672, 'R7'), (8555, 'Q11'), (10038, 'W13'), (9682, 'R1'), (10093, 'I9')
U22         | (2440, 'Q0'), (3329, 'I25'), (7677, 'U7'), (6787, 'S'), (4109, 'M13'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (7257, 'H6'), (4293, 'N12'), (7662, 'U6'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (7664, 'U6'), (8906, 'P16'), (5487, 'R2'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9325, 'W'), (8557, 'Q11'), (9863, 'X7'), (9548, 'O6'), (9672, 'R7'), (8555, 'Q11'), (10038, 'W13'), (9682, 'R1')
Q0          | (3329, 'I25'), (4109, 'M13'), (7677, 'U7'), (6787, 'S'), (4293, 'N12'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (7257, 'H6'), (5487, 'R2'), (7662, 'U6'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (7664, 'U6'), (8906, 'P16'), (8555, 'Q11'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9325, 'W'), (8557, 'Q11'), (9863, 'X7'), (9548, 'O6'), (9672, 'R7'), (9682, 'R1'), (10038, 'W13')
I25         | (4109, 'M13'), (4293, 'N12'), (7677, 'U7'), (6787, 'S'), (5487, 'R2'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (7257, 'H6'), (8555, 'Q11'), (7662, 'U6'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (7664, 'U6'), (8906, 'P16'), (9672, 'R7'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9325, 'W'), (8557, 'Q11'), (9863, 'X7'), (9548, 'O6'), (10038, 'W13'), (9682, 'R1')
M13         | (4293, 'N12'), (5487, 'R2'), (7677, 'U7'), (6787, 'S'), (7662, 'U6'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (7257, 'H6'), (8555, 'Q11'), (9670, 'R7'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (7664, 'U6'), (8906, 'P16'), (9672, 'R7'), (9682, 'R1'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9325, 'W'), (8557, 'Q11'), (9863, 'X7'), (9548, 'O6'), (10038, 'W13')
N12         | (5487, 'R2'), (6787, 'S'), (7677, 'U7'), (7257, 'H6'), (7662, 'U6'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (7664, 'U6'), (8555, 'Q11'), (9670, 'R7'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (8557, 'Q11'), (8906, 'P16'), (9672, 'R7'), (9682, 'R1'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9325, 'W'), (10038, 'W13'), (9863, 'X7'), (9548, 'O6')
R2          | (6787, 'S'), (7257, 'H6'), (7677, 'U7'), (7664, 'U6'), (7662, 'U6'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (8555, 'Q11'), (9670, 'R7'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (9682, 'R1'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7')
S           | (881, 'W15'), (2713, 'W5'), (7677, 'U7'), (7664, 'U6'), (5749, 'S0'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (6282, 'W16'), (9210, 'Y24'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8555, 'Q11'), (7257, 'H6'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (7662, 'U6'), (9682, 'R1')
W15         | (2713, 'W5'), (5749, 'S0'), (7677, 'U7'), (7664, 'U6'), (6282, 'W16'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7257, 'H6'), (9210, 'Y24'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8555, 'Q11'), (7662, 'U6'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (9682, 'R1')
W5          | (5749, 'S0'), (6282, 'W16'), (7677, 'U7'), (7664, 'U6'), (7257, 'H6'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7662, 'U6'), (9210, 'Y24'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8555, 'Q11'), (9672, 'R7'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9682, 'R1')
S0          | (6282, 'W16'), (7257, 'H6'), (7677, 'U7'), (7664, 'U6'), (7662, 'U6'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (8555, 'Q11'), (9210, 'Y24'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1')
W16         | (3161, 'B'), (7257, 'H6'), (7677, 'U7'), (7664, 'U6'), (7662, 'U6'), (8286, 'W23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (8555, 'Q11'), (9210, 'Y24'), (8962, 'W19'), (9588, 'M15'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (9670, 'R7'), (10093, 'I9'), (9592, 'Q23'), (9685, 'O19'), (10146, 'F7'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1')
B           | (2587, 'B19'), (4233, 'M5'), (2925, 'V20'), (7664, 'U6'), (4259, 'C25'), (3561, 'V25'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7662, 'U6'), (4780, 'I6'), (7677, 'U7'), (4764, 'M7'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8555, 'Q11'), (7724, 'K23'), (7257, 'H6'), (8962, 'W19'), (8286, 'W23'), (8267, 'Y14'), (5952, 'Y23'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (8860, 'B21'), (9670, 'R7'), (9210, 'Y24'), (10093, 'I9'), (8549, 'L7'), (9592, 'Q23'), (9263, 'P13'), (9961, 'R19'), (9685, 'O19'), (10146, 'F7'), (9588, 'M15'), (10562, 'F12')
B19         | (2925, 'V20'), (4233, 'M5'), (3561, 'V25'), (7664, 'U6'), (4259, 'C25'), (4764, 'M7'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7662, 'U6'), (4780, 'I6'), (7677, 'U7'), (5952, 'Y23'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8555, 'Q11'), (7724, 'K23'), (7257, 'H6'), (8962, 'W19'), (8286, 'W23'), (8267, 'Y14'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (8860, 'B21'), (9670, 'R7'), (9210, 'Y24'), (10093, 'I9'), (8549, 'L7'), (9592, 'Q23'), (9263, 'P13'), (9961, 'R19'), (9685, 'O19'), (10146, 'F7'), (9588, 'M15')
V20         | (3561, 'V25'), (4233, 'M5'), (4764, 'M7'), (7664, 'U6'), (4259, 'C25'), (5952, 'Y23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7662, 'U6'), (4780, 'I6'), (7677, 'U7'), (8267, 'Y14'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8555, 'Q11'), (7724, 'K23'), (7257, 'H6'), (8962, 'W19'), (8286, 'W23'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (8860, 'B21'), (9670, 'R7'), (9210, 'Y24'), (10093, 'I9'), (8549, 'L7'), (9592, 'Q23'), (9263, 'P13'), (9961, 'R19'), (9685, 'O19'), (10146, 'F7')
V25         | (4233, 'M5'), (4259, 'C25'), (4764, 'M7'), (7664, 'U6'), (4780, 'I6'), (5952, 'Y23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7662, 'U6'), (7257, 'H6'), (7677, 'U7'), (8267, 'Y14'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8555, 'Q11'), (7724, 'K23'), (8549, 'L7'), (8962, 'W19'), (8286, 'W23'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (8860, 'B21'), (9670, 'R7'), (9210, 'Y24'), (10093, 'I9'), (10146, 'F7'), (9592, 'Q23'), (9263, 'P13'), (9961, 'R19'), (9685, 'O19')
