dictionary size=  10000
list element size=  100 

Start value = J  Goal value = P 

Expand Node | Fringe
--------------------
-           | (7197, 'J')
H14         | (7132, 'U'), (8267, 'Y14'), (7553, 'T19'), (8557, 'Q11'), (8549, 'L7'), (8109, 'S12'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8261, 'A17'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8491, 'H5'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15')
U           | (1067, 'Y4'), (8267, 'Y14'), (2231, 'Z15'), (8557, 'Q11'), (8549, 'L7'), (2625, 'U20'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (7553, 'T19'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8261, 'A17'), (8109, 'S12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15'), (8491, 'H5'), (10562, 'F12')
Y4          | (2231, 'Z15'), (8267, 'Y14'), (2625, 'U20'), (8557, 'Q11'), (8549, 'L7'), (3724, 'E'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (7553, 'T19'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8261, 'A17'), (8109, 'S12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15'), (8491, 'H5'), (10562, 'F12')
Z15         | (2625, 'U20'), (8267, 'Y14'), (3724, 'E'), (8557, 'Q11'), (8549, 'L7'), (7553, 'T19'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8109, 'S12'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8261, 'A17'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15'), (8491, 'H5')
U20         | (3724, 'E'), (8267, 'Y14'), (7553, 'T19'), (8557, 'Q11'), (8549, 'L7'), (8109, 'S12'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8261, 'A17'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8491, 'H5'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15')
E           | (2783, 'Z7'), (8267, 'Y14'), (3682, 'H14'), (8557, 'Q11'), (8549, 'L7'), (8109, 'S12'), (7546, 'T19'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8261, 'A17'), (7553, 'T19'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (9588, 'M15'), (8491, 'H5'), (8494, 'K13'), (8102, 'S12'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (10417, 'F12'), (10562, 'F12'), (9257, 'K4'), (9002, 'S6'), (8790, 'Y6'), (9402, 'K4'), (8349, 'K13')
Z7          | (3682, 'H14'), (8267, 'Y14'), (7546, 'T19'), (8557, 'Q11'), (8549, 'L7'), (8109, 'S12'), (7553, 'T19'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8261, 'A17'), (8102, 'S12'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (9588, 'M15'), (8491, 'H5'), (8494, 'K13'), (8349, 'K13'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (10417, 'F12'), (10562, 'F12'), (9257, 'K4'), (9002, 'S6'), (8790, 'Y6'), (9402, 'K4')
H14         | (7546, 'T19'), (8267, 'Y14'), (7553, 'T19'), (8557, 'Q11'), (8549, 'L7'), (8109, 'S12'), (8102, 'S12'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8261, 'A17'), (8349, 'K13'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (9588, 'M15'), (8491, 'H5'), (8494, 'K13'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (10417, 'F12'), (10562, 'F12'), (9257, 'K4'), (9002, 'S6'), (8790, 'Y6')
T19         | (7553, 'T19'), (8267, 'Y14'), (8102, 'S12'), (8557, 'Q11'), (8549, 'L7'), (8109, 'S12'), (8349, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8261, 'A17'), (8494, 'K13'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (9588, 'M15'), (8491, 'H5'), (8790, 'Y6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (10417, 'F12'), (10562, 'F12'), (9257, 'K4'), (9002, 'S6')
T19         | (8102, 'S12'), (8267, 'Y14'), (8109, 'S12'), (8557, 'Q11'), (8549, 'L7'), (8261, 'A17'), (8349, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8491, 'H5'), (8494, 'K13'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (9588, 'M15'), (9002, 'S6'), (8790, 'Y6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (10417, 'F12'), (10562, 'F12'), (9257, 'K4')
S12         | (8109, 'S12'), (8267, 'Y14'), (8261, 'A17'), (8557, 'Q11'), (8549, 'L7'), (8286, 'W23'), (8349, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8356, 'K13'), (8491, 'H5'), (8494, 'K13'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (9257, 'K4'), (9588, 'M15'), (9002, 'S6'), (8790, 'Y6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (10417, 'F12'), (10562, 'F12')
S12         | (8261, 'A17'), (8267, 'Y14'), (8286, 'W23'), (8557, 'Q11'), (8549, 'L7'), (8356, 'K13'), (8349, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8962, 'W19'), (8491, 'H5'), (8494, 'K13'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9257, 'K4'), (9588, 'M15'), (9002, 'S6'), (8790, 'Y6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10562, 'F12'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (10417, 'F12')
A17         | (8267, 'Y14'), (8549, 'L7'), (8286, 'W23'), (8557, 'Q11'), (8555, 'Q11'), (8356, 'K13'), (8349, 'K13'), (8670, 'M'), (8663, 'M'), (8677, 'O12'), (8854, 'X23'), (8962, 'W19'), (8491, 'H5'), (8494, 'K13'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9257, 'K4'), (9588, 'M15'), (9002, 'S6'), (8790, 'Y6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10562, 'F12'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7')
Y14         | (8286, 'W23'), (8549, 'L7'), (8349, 'K13'), (8557, 'Q11'), (8555, 'Q11'), (8356, 'K13'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8677, 'O12'), (8854, 'X23'), (8962, 'W19'), (8491, 'H5'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9257, 'K4'), (9588, 'M15'), (9002, 'S6'), (10001, 'F7'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10562, 'F12'), (9264, 'K4'), (9263, 'P13')
W23         | (8349, 'K13'), (8549, 'L7'), (8356, 'K13'), (8557, 'Q11'), (8555, 'Q11'), (8491, 'H5'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8677, 'O12'), (8854, 'X23'), (8962, 'W19'), (9002, 'S6'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9257, 'K4'), (9588, 'M15'), (9263, 'P13'), (10001, 'F7'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10562, 'F12'), (9264, 'K4')
K13         | (8356, 'K13'), (8549, 'L7'), (8491, 'H5'), (8557, 'Q11'), (8555, 'Q11'), (8962, 'W19'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8677, 'O12'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10001, 'F7'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10562, 'F12')
K13         | (8491, 'H5'), (8549, 'L7'), (8494, 'K13'), (8557, 'Q11'), (8555, 'Q11'), (8962, 'W19'), (8547, 'I5'), (8670, 'M'), (8663, 'M'), (8677, 'O12'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (8790, 'Y6'), (9685, 'O19'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10001, 'F7'), (9402, 'K4'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12')
H5          | (8494, 'K13'), (8549, 'L7'), (8547, 'I5'), (8557, 'Q11'), (8555, 'Q11'), (8962, 'W19'), (8790, 'Y6'), (8670, 'M'), (8663, 'M'), (8677, 'O12'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (9402, 'K4'), (9685, 'O19'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10001, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7')
K13         | (8547, 'I5'), (8549, 'L7'), (8790, 'Y6'), (8557, 'Q11'), (8555, 'Q11'), (8962, 'W19'), (9402, 'K4'), (8670, 'M'), (8663, 'M'), (8677, 'O12'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23')
I5          | (8549, 'L7'), (8555, 'Q11'), (8790, 'Y6'), (8557, 'Q11'), (8677, 'O12'), (8962, 'W19'), (9402, 'K4'), (8670, 'M'), (8663, 'M'), (8860, 'B21'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9592, 'Q23'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7'), (9682, 'R1')
L7          | (8555, 'Q11'), (8557, 'Q11'), (8790, 'Y6'), (8663, 'M'), (8677, 'O12'), (8962, 'W19'), (9402, 'K4'), (8670, 'M'), (8911, 'H5'), (8860, 'B21'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9100, 'F23'), (8681, 'A17'), (8936, 'X23'), (9325, 'W'), (8906, 'P16'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9592, 'Q23'), (9672, 'R7'), (10417, 'F12'), (9670, 'R7')
Q11         | (8557, 'Q11'), (8663, 'M'), (8790, 'Y6'), (8670, 'M'), (8677, 'O12'), (8962, 'W19'), (9402, 'K4'), (8681, 'A17'), (8911, 'H5'), (8860, 'B21'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9100, 'F23'), (9670, 'R7'), (8936, 'X23'), (9325, 'W'), (8906, 'P16'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9592, 'Q23'), (9672, 'R7'), (10417, 'F12')
Q11         | (8663, 'M'), (8670, 'M'), (8790, 'Y6'), (8681, 'A17'), (8677, 'O12'), (8962, 'W19'), (9402, 'K4'), (9100, 'F23'), (8911, 'H5'), (8860, 'B21'), (8854, 'X23'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (8936, 'X23'), (9325, 'W'), (8906, 'P16'), (8918, 'I'), (9210, 'Y24'), (9193, 'P'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9592, 'Q23'), (9672, 'R7')
M           | (8670, 'M'), (8677, 'O12'), (8790, 'Y6'), (8681, 'A17'), (8854, 'X23'), (8962, 'W19'), (9402, 'K4'), (9100, 'F23'), (8911, 'H5'), (8860, 'B21'), (9193, 'P'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (8936, 'X23'), (9325, 'W'), (8906, 'P16'), (8918, 'I'), (9210, 'Y24'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9592, 'Q23')
M           | (8677, 'O12'), (8681, 'A17'), (8790, 'Y6'), (8911, 'H5'), (8854, 'X23'), (8962, 'W19'), (9402, 'K4'), (9100, 'F23'), (8936, 'X23'), (8860, 'B21'), (9193, 'P'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (9592, 'Q23'), (9325, 'W'), (8906, 'P16'), (8918, 'I'), (9210, 'Y24'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7')
O12         | (8681, 'A17'), (8854, 'X23'), (8790, 'Y6'), (8911, 'H5'), (8860, 'B21'), (8962, 'W19'), (9402, 'K4'), (9100, 'F23'), (8936, 'X23'), (8906, 'P16'), (9193, 'P'), (9257, 'K4'), (9002, 'S6'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (9592, 'Q23'), (9325, 'W'), (9863, 'X7'), (8918, 'I'), (9210, 'Y24'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (9263, 'P13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13')
A17         | (8790, 'Y6'), (8854, 'X23'), (8962, 'W19'), (8911, 'H5'), (8860, 'B21'), (9002, 'S6'), (9402, 'K4'), (9100, 'F23'), (8936, 'X23'), (8906, 'P16'), (9193, 'P'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (9592, 'Q23'), (9325, 'W'), (9863, 'X7'), (8918, 'I'), (9210, 'Y24'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7'), (9548, 'O6')
Y6          | (8854, 'X23'), (8860, 'B21'), (8962, 'W19'), (8911, 'H5'), (8906, 'P16'), (9002, 'S6'), (9402, 'K4'), (9100, 'F23'), (8936, 'X23'), (8918, 'I'), (9193, 'P'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (9592, 'Q23'), (9325, 'W'), (9863, 'X7'), (9548, 'O6'), (9210, 'Y24'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9'), (9682, 'R1'), (10146, 'F7')
