dictionary size=  1000000
list element size=  1000 

Start value = H  Goal value = M 

Expand Node | Fringe
--------------------
-           | (401223, 'H')
K15         | (553249, 'G'), (854953, 'K'), (866656, 'T20'), (872968, 'D24'), (869632, 'Q'), (868502, 'Q'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F')
G           | (223994, 'R12'), (407051, 'M18'), (297293, 'K7'), (872968, 'D24'), (522738, 'G25'), (444434, 'N1'), (309193, 'X22'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (854953, 'K'), (866656, 'T20'), (490662, 'V14'), (760680, 'V21'), (360447, 'V15'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (869632, 'Q'), (908234, 'W13'), (868502, 'Q'), (879227, 'E13'), (491898, 'O4'), (985751, 'J3'), (945924, 'P10'), (994934, 'X6'), (547307, 'X8')
R12         | (297293, 'K7'), (407051, 'M18'), (309193, 'X22'), (872968, 'D24'), (522738, 'G25'), (444434, 'N1'), (360447, 'V15'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (854953, 'K'), (866656, 'T20'), (490662, 'V14'), (760680, 'V21'), (547307, 'X8'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (869632, 'Q'), (908234, 'W13'), (868502, 'Q'), (879227, 'E13'), (491898, 'O4'), (985751, 'J3'), (945924, 'P10'), (994934, 'X6')
K7          | (309193, 'X22'), (407051, 'M18'), (360447, 'V15'), (872968, 'D24'), (522738, 'G25'), (444434, 'N1'), (547307, 'X8'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (854953, 'K'), (866656, 'T20'), (490662, 'V14'), (760680, 'V21'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (869632, 'Q'), (908234, 'W13'), (868502, 'Q'), (879227, 'E13'), (491898, 'O4'), (985751, 'J3'), (945924, 'P10')
X22         | (360447, 'V15'), (407051, 'M18'), (444434, 'N1'), (872968, 'D24'), (522738, 'G25'), (490662, 'V14'), (547307, 'X8'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (854953, 'K'), (866656, 'T20'), (491898, 'O4'), (760680, 'V21'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (869632, 'Q'), (908234, 'W13'), (868502, 'Q'), (879227, 'E13'), (945924, 'P10'), (985751, 'J3')
V15         | (407051, 'M18'), (522738, 'G25'), (444434, 'N1'), (872968, 'D24'), (854953, 'K'), (490662, 'V14'), (547307, 'X8'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (869632, 'Q'), (866656, 'T20'), (491898, 'O4'), (760680, 'V21'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (985751, 'J3'), (908234, 'W13'), (868502, 'Q'), (879227, 'E13'), (945924, 'P10')
M18         | (444434, 'N1'), (522738, 'G25'), (490662, 'V14'), (872968, 'D24'), (854953, 'K'), (491898, 'O4'), (547307, 'X8'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (869632, 'Q'), (866656, 'T20'), (879227, 'E13'), (760680, 'V21'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (985751, 'J3'), (908234, 'W13'), (868502, 'Q'), (945924, 'P10')
N1          | (490662, 'V14'), (522738, 'G25'), (491898, 'O4'), (872968, 'D24'), (854953, 'K'), (866656, 'T20'), (547307, 'X8'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (869632, 'Q'), (868502, 'Q'), (879227, 'E13'), (760680, 'V21'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (985751, 'J3'), (908234, 'W13'), (945924, 'P10')
V14         | (491898, 'O4'), (522738, 'G25'), (547307, 'X8'), (872968, 'D24'), (854953, 'K'), (866656, 'T20'), (760680, 'V21'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (869632, 'Q'), (868502, 'Q'), (879227, 'E13'), (945924, 'P10'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (895699, 'Y6'), (985751, 'J3'), (908234, 'W13')
O4          | (522738, 'G25'), (854953, 'K'), (547307, 'X8'), (872968, 'D24'), (869632, 'Q'), (866656, 'T20'), (760680, 'V21'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (868502, 'Q'), (879227, 'E13'), (945924, 'P10'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (908234, 'W13'), (985751, 'J3')
G25         | (547307, 'X8'), (854953, 'K'), (760680, 'V21'), (872968, 'D24'), (869632, 'Q'), (866656, 'T20'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (868502, 'Q'), (879227, 'E13'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (908234, 'W13')
X8          | (760680, 'V21'), (854953, 'K'), (866656, 'T20'), (872968, 'D24'), (869632, 'Q'), (868502, 'Q'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (911581, 'F')
V21         | (854953, 'K'), (869632, 'Q'), (866656, 'T20'), (872968, 'D24'), (874454, 'P5'), (868502, 'Q'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L')
K           | (218075, 'K25'), (285840, 'L25'), (241326, 'W0'), (872968, 'D24'), (343306, 'S23'), (311410, 'V7'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (460622, 'O16'), (868502, 'Q'), (335489, 'X0'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (866656, 'T20'), (908234, 'W13'), (879227, 'E13'), (925144, 'L')
K25         | (241326, 'W0'), (285840, 'L25'), (311410, 'V7'), (872968, 'D24'), (343306, 'S23'), (335489, 'X0'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (460622, 'O16'), (868502, 'Q'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (866656, 'T20'), (908234, 'W13'), (879227, 'E13')
W0          | (285840, 'L25'), (343306, 'S23'), (311410, 'V7'), (872968, 'D24'), (460622, 'O16'), (335489, 'X0'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (866656, 'T20'), (868502, 'Q'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (879227, 'E13'), (908234, 'W13')
L25         | (311410, 'V7'), (343306, 'S23'), (335489, 'X0'), (872968, 'D24'), (460622, 'O16'), (868502, 'Q'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (866656, 'T20'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (879227, 'E13')
V7          | (335489, 'X0'), (343306, 'S23'), (868502, 'Q'), (872968, 'D24'), (358254, 'R'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (460622, 'O16'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (866656, 'T20')
X0          | (343306, 'S23'), (358254, 'R'), (868502, 'Q'), (872968, 'D24'), (460622, 'O16'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (866656, 'T20'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6')
S23         | (358254, 'R'), (460622, 'O16'), (868502, 'Q'), (872968, 'D24'), (741537, 'O'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (866656, 'T20'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6')
R           | (345597, 'X5'), (604213, 'X4'), (350406, 'Y4'), (872968, 'D24'), (741537, 'O'), (460622, 'O16'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (866656, 'T20'), (868502, 'Q'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (926061, 'S0'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13')
X5          | (350406, 'Y4'), (604213, 'X4'), (460622, 'O16'), (872968, 'D24'), (741537, 'O'), (868502, 'Q'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (866656, 'T20'), (879227, 'E13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (926061, 'S0'), (895699, 'Y6'), (908234, 'W13')
Y4          | (460622, 'O16'), (604213, 'X4'), (868502, 'Q'), (872968, 'D24'), (741537, 'O'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (866656, 'T20'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (926061, 'S0'), (895699, 'Y6')
O16         | (604213, 'X4'), (741537, 'O'), (868502, 'Q'), (872968, 'D24'), (866656, 'T20'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (869632, 'Q'), (895699, 'Y6'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (874454, 'P5'), (926061, 'S0')
X4          | (741537, 'O'), (866656, 'T20'), (868502, 'Q'), (872968, 'D24'), (869632, 'Q'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (911581, 'F'), (926061, 'S0')
O           | (121789, 'U14'), (209695, 'S1'), (868502, 'Q'), (872968, 'D24'), (578144, 'W8'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (866656, 'T20'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (926061, 'S0'), (911581, 'F'), (895699, 'Y6'), (869632, 'Q')
U14         | (209695, 'S1'), (578144, 'W8'), (868502, 'Q'), (872968, 'D24'), (866656, 'T20'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (869632, 'Q'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (926061, 'S0'), (911581, 'F'), (895699, 'Y6')
S1          | (578144, 'W8'), (866656, 'T20'), (868502, 'Q'), (872968, 'D24'), (869632, 'Q'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (926061, 'S0'), (911581, 'F')
W8          | (866656, 'T20'), (869632, 'Q'), (868502, 'Q'), (872968, 'D24'), (874454, 'P5'), (879227, 'E13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (926061, 'S0')
T20         | (868502, 'Q'), (869632, 'Q'), (879227, 'E13'), (872968, 'D24'), (874454, 'P5'), (908234, 'W13'), (945924, 'P10'), (901533, 'P7'), (909830, 'F'), (911581, 'F'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0')
Q           | (99932, 'W14'), (308744, 'V7'), (879227, 'E13'), (872968, 'D24'), (470804, 'U2'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (869632, 'Q'), (473548, 'T14'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (496659, 'X20')
W14         | (308744, 'V7'), (470804, 'U2'), (879227, 'E13'), (872968, 'D24'), (473548, 'T14'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (869632, 'Q'), (496659, 'X20'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6')
V7          | (355588, 'R'), (470804, 'U2'), (879227, 'E13'), (872968, 'D24'), (473548, 'T14'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (869632, 'Q'), (496659, 'X20'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (853287, 'K')
R           | (342931, 'X5'), (473548, 'T14'), (347740, 'Y4'), (872968, 'D24'), (496659, 'X20'), (470804, 'U2'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (869632, 'Q'), (853287, 'K'), (879227, 'E13'), (601547, 'X4'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (923395, 'S0'), (926061, 'S0'), (908234, 'W13'), (925144, 'L')
X5          | (347740, 'Y4'), (473548, 'T14'), (470804, 'U2'), (872968, 'D24'), (496659, 'X20'), (601547, 'X4'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (869632, 'Q'), (853287, 'K'), (879227, 'E13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (923395, 'S0'), (926061, 'S0'), (908234, 'W13')
Y4          | (470804, 'U2'), (473548, 'T14'), (601547, 'X4'), (872968, 'D24'), (496659, 'X20'), (879227, 'E13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (869632, 'Q'), (853287, 'K'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (923395, 'S0'), (926061, 'S0')
U2          | (473548, 'T14'), (496659, 'X20'), (601547, 'X4'), (872968, 'D24'), (853287, 'K'), (879227, 'E13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (869632, 'Q'), (895699, 'Y6'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (874454, 'P5'), (926061, 'S0'), (923395, 'S0')
T14         | (496659, 'X20'), (853287, 'K'), (601547, 'X4'), (872968, 'D24'), (869632, 'Q'), (879227, 'E13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (874454, 'P5'), (895699, 'Y6'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (923395, 'S0'), (926061, 'S0')
X20         | (601547, 'X4'), (853287, 'K'), (879227, 'E13'), (872968, 'D24'), (869632, 'Q'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (874454, 'P5'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (911581, 'F'), (923395, 'S0')
X4          | (853287, 'K'), (869632, 'Q'), (879227, 'E13'), (872968, 'D24'), (874454, 'P5'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (901533, 'P7'), (911581, 'F'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (909830, 'F'), (923395, 'S0')
K           | (216409, 'K25'), (284174, 'L25'), (239660, 'W0'), (901533, 'P7'), (341640, 'S23'), (333823, 'X0'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (458956, 'O16'), (879227, 'E13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (869632, 'Q'), (926061, 'S0'), (908234, 'W13')
K25         | (239660, 'W0'), (284174, 'L25'), (333823, 'X0'), (901533, 'P7'), (341640, 'S23'), (879227, 'E13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (458956, 'O16'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (869632, 'Q'), (926061, 'S0')
W0          | (284174, 'L25'), (341640, 'S23'), (333823, 'X0'), (901533, 'P7'), (458956, 'O16'), (879227, 'E13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (869632, 'Q'), (908234, 'W13'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6'), (926061, 'S0')
L25         | (333823, 'X0'), (341640, 'S23'), (879227, 'E13'), (901533, 'P7'), (458956, 'O16'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (869632, 'Q'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6')
X0          | (341640, 'S23'), (458956, 'O16'), (879227, 'E13'), (901533, 'P7'), (869632, 'Q'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5')
S23         | (458956, 'O16'), (739871, 'O'), (879227, 'E13'), (901533, 'P7'), (869632, 'Q'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5')
O16         | (739871, 'O'), (869632, 'Q'), (879227, 'E13'), (901533, 'P7'), (872968, 'D24'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F')
O           | (120123, 'U14'), (208029, 'S1'), (879227, 'E13'), (901533, 'P7'), (576478, 'W8'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (869632, 'Q'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5'), (895699, 'Y6')
U14         | (208029, 'S1'), (576478, 'W8'), (879227, 'E13'), (901533, 'P7'), (869632, 'Q'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (872968, 'D24'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F'), (874454, 'P5')
S1          | (576478, 'W8'), (869632, 'Q'), (879227, 'E13'), (901533, 'P7'), (872968, 'D24'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (874454, 'P5'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0'), (911581, 'F')
W8          | (869632, 'Q'), (872968, 'D24'), (879227, 'E13'), (901533, 'P7'), (874454, 'P5'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (911581, 'F'), (895699, 'Y6'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15'), (923395, 'S0')
Q           | (872968, 'D24'), (874454, 'P5'), (879227, 'E13'), (901533, 'P7'), (895699, 'Y6'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (911581, 'F'), (923395, 'S0'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0'), (983833, 'X15')
D24         | (874454, 'P5'), (895699, 'Y6'), (879227, 'E13'), (901533, 'P7'), (911581, 'F'), (908234, 'W13'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (983833, 'X15'), (923395, 'S0'), (926061, 'S0'), (925144, 'L'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13'), (963903, 'Q0')
P5          | (879227, 'E13'), (895699, 'Y6'), (908234, 'W13'), (901533, 'P7'), (911581, 'F'), (925144, 'L'), (945924, 'P10'), (926756, 'F8'), (909830, 'F'), (983833, 'X15'), (923395, 'S0'), (926061, 'S0'), (963903, 'Q0'), (985751, 'J3'), (994934, 'X6'), (959411, 'J13')
E13         | (895699, 'Y6'), (901533, 'P7'), (908234, 'W13'), (909830, 'F'), (911581, 'F'), (925144, 'L'), (945924, 'P10'), (926756, 'F8'), (959411, 'J13'), (983833, 'X15'), (923395, 'S0'), (926061, 'S0'), (963903, 'Q0'), (985751, 'J3'), (994934, 'X6')
Y6          | (707580, 'W'), (909830, 'F'), (901533, 'P7'), (926756, 'F8'), (911581, 'F'), (925144, 'L'), (908234, 'W13'), (994934, 'X6'), (959411, 'J13'), (983833, 'X15'), (923395, 'S0'), (926061, 'S0'), (963903, 'Q0'), (985751, 'J3'), (945924, 'P10')
W           | (29479, 'W24'), (909830, 'F'), (901533, 'P7'), (926756, 'F8'), (911581, 'F'), (925144, 'L'), (908234, 'W13'), (976235, 'Z0'), (959411, 'J13'), (983833, 'X15'), (923395, 'S0'), (926061, 'S0'), (963903, 'Q0'), (985751, 'J3'), (945924, 'P10'), (994934, 'X6')
W24         | (901533, 'P7'), (909830, 'F'), (908234, 'W13'), (926756, 'F8'), (911581, 'F'), (925144, 'L'), (945924, 'P10'), (976235, 'Z0'), (959411, 'J13'), (983833, 'X15'), (923395, 'S0'), (926061, 'S0'), (963903, 'Q0'), (985751, 'J3'), (994934, 'X6')
P7          | (908234, 'W13'), (909830, 'F'), (925144, 'L'), (926756, 'F8'), (911581, 'F'), (926061, 'S0'), (945924, 'P10'), (976235, 'Z0'), (959411, 'J13'), (983833, 'X15'), (923395, 'S0'), (994934, 'X6'), (963903, 'Q0'), (985751, 'J3')
W13         | (909830, 'F'), (911581, 'F'), (925144, 'L'), (926756, 'F8'), (923395, 'S0'), (926061, 'S0'), (945924, 'P10'), (976235, 'Z0'), (959411, 'J13'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (963903, 'Q0')
F           | (120462, 'H5'), (340347, 'U13'), (611262, 'I2'), (570849, 'P15'), (547615, 'Z14'), (925144, 'L'), (855341, 'G11'), (923395, 'S0'), (807294, 'J14'), (963903, 'Q0'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (976235, 'Z0'), (926756, 'F8'), (959411, 'J13'), (894970, 'Y6'), (983833, 'X15')
H5          | (340347, 'U13'), (547615, 'Z14'), (611262, 'I2'), (570849, 'P15'), (963903, 'Q0'), (925144, 'L'), (855341, 'G11'), (923395, 'S0'), (807294, 'J14'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (976235, 'Z0'), (926756, 'F8'), (959411, 'J13'), (894970, 'Y6')
U13         | (547615, 'Z14'), (570849, 'P15'), (611262, 'I2'), (807294, 'J14'), (963903, 'Q0'), (925144, 'L'), (855341, 'G11'), (923395, 'S0'), (894970, 'Y6'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (976235, 'Z0'), (926756, 'F8'), (959411, 'J13')
