dictionary size=  1000000
list element size=  1000 

Start value = H  Goal value = M 

Expand Node | Fringe
--------------------
-           | (401223, 'H')
O           | (119122, 'U14'), (873857, 'P5'), (207028, 'S1'), (907637, 'W13'), (878630, 'E13'), (776855, 'O21'), (575477, 'W8'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (899900, 'P7'), (922394, 'S0')
U14         | (207028, 'S1'), (873857, 'P5'), (575477, 'W8'), (907637, 'W13'), (878630, 'E13'), (776855, 'O21'), (922394, 'S0'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (899900, 'P7')
S1          | (575477, 'W8'), (873857, 'P5'), (776855, 'O21'), (907637, 'W13'), (878630, 'E13'), (899900, 'P7'), (922394, 'S0'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0')
W8          | (776855, 'O21'), (873857, 'P5'), (899900, 'P7'), (907637, 'W13'), (878630, 'E13'), (963306, 'Q0'), (922394, 'S0'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10')
O21         | (873857, 'P5'), (878630, 'E13'), (899900, 'P7'), (907637, 'W13'), (944291, 'P10'), (963306, 'Q0'), (922394, 'S0'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6')
P5          | (878630, 'E13'), (907637, 'W13'), (899900, 'P7'), (957778, 'J13'), (944291, 'P10'), (963306, 'Q0'), (922394, 'S0'), (985751, 'J3'), (994934, 'X6')
E13         | (899900, 'P7'), (907637, 'W13'), (922394, 'S0'), (957778, 'J13'), (944291, 'P10'), (963306, 'Q0'), (994934, 'X6'), (985751, 'J3')
P7          | (907637, 'W13'), (944291, 'P10'), (922394, 'S0'), (957778, 'J13'), (985751, 'J3'), (963306, 'Q0'), (994934, 'X6')
W13         | (922394, 'S0'), (944291, 'P10'), (963306, 'Q0'), (957778, 'J13'), (985751, 'J3'), (994934, 'X6')
S0          | (944291, 'P10'), (957778, 'J13'), (963306, 'Q0'), (994934, 'X6'), (985751, 'J3')
P10         | (957778, 'J13'), (985751, 'J3'), (963306, 'Q0'), (994934, 'X6')
J13         | (963306, 'Q0'), (985751, 'J3'), (994934, 'X6')
Q0          | (985751, 'J3'), (994934, 'X6')
J3          | (994934, 'X6')
X6          | 
No path from H to M

AStar algorithm --- 10007500 nano seconds ---

AStar algorithm --- 0.0100075 seconds ---

Expand Node | Fringe
--------------------
-           | H
H           | H21, X15, M5, M7, W5, H3, K15, J6, W16, Y24
Y24         | H21, X15, M5, M7, W5, H3, K15, J6, W16
W16         | H21, X15, M5, M7, W5, H3, K15, J6
J6          | H21, X15, M5, M7, W5, H3, K15
K15         | G, H21, X15, M5, M7, W5, H3
H3          | G, H21, X15, M5, M7, W5
W5          | G, H21, X15, M5, M7
M7          | F, D, G, H21, X15, M5
M5          | I, F, D, G, H21, X15
X15         | J, I, F, D, G, H21
H21         | J, I, F, D, G
G           | N1, Y19, O4, M18, G25, K7, X22, R12, X8, V14, V15, V21, J, I, F, D
D           | H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12, X8, V14, V15, V21, J, I, F
F           | Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12, X8, V14, V15, V21, J, I
I           | O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12, X8, V14, V15, V21, J
J           | O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12, X8, V14, V15, V21
V21         | C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12, X8, V14, V15
V15         | C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12, X8, V14
V14         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12, X8
X8          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22, R12
R12         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7, X22
X22         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25, K7
K7          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18, G25
G25         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4, M18
M18         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19, O4
O4          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1, Y19
Y19         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9, N1
N1          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0, M9
M9          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7, N0
N0          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10, N7
N7          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15, N10
N10         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21, T15
T15         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15, G21
G21         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14, F15
F15         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13, R14
R14         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5, H13
H13         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2, H5
H5          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15, I2
I2          | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6, P15
P15         | B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14, Y6
Y6          | W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11, J14
J14         | W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13, G11
G11         | W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14, U13
U13         | W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19, Z14
Z14         | Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0, M19
M19         | Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20, T0
T0          | Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9, T20
T20         | Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22, S9
S9          | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15, J22
J22         | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23, O15
O15         | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7, O23
O23         | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10, P7
P7          | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4, P10
P10         | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22, V4
V4          | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17, V22
V22         | E, Q, W, B, C, O17, J13, Q25, R11, L16, L17
L17         | E, Q, W, B, C, O17, J13, Q25, R11, L16
L16         | E, Q, W, B, C, O17, J13, Q25, R11
R11         | E, Q, W, B, C, O17, J13, Q25
Q25         | E, Q, W, B, C, O17, J13
J13         | E, Q, W, B, C, O17
O17         | E, Q, W, B, C
C           | N15, I16, O13, F8, I11, X21, E18, L19, W20, G9, N24, J25, L11, E, Q, W, B
B           | F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20, G9, N24, J25, L11, E, Q, W
W           | Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20, G9, N24, J25, L11, E, Q
Q           | X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20, G9, N24, J25, L11, E
E           | P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20, G9, N24, J25, L11
L11         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20, G9, N24, J25
J25         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20, G9, N24
N24         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20, G9
G9          | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19, W20
W20         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18, L19
L19         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21, E18
E18         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11, X21
X21         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8, I11
I11         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13, F8
F8          | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16, O13
O13         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15, I16
I16         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7, N15
N15         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10, E7
E7          | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18, R10
R10         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21, K18
K18         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3, I21
I21         | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6, J3
J3          | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7, X6
X6          | A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5, X7
X7          | V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24, F5
F5          | V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0, W24
W24         | V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14, Z0
Z0          | U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2, T14
T14         | U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7, U2
U2          | U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14, V7
V7          | K, R, U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20, W14
W14         | K, R, U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0, X20
X20         | K, R, U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13, Q0
Q0          | K, R, U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25, W13
W13         | K, R, U, V, A, P5, M10, O21, E13, T22, P2, W2, Z25
Z25         | K, R, U, V, A, P5, M10, O21, E13, T22, P2, W2
W2          | K, R, U, V, A, P5, M10, O21, E13, T22, P2
P2          | K, R, U, V, A, P5, M10, O21, E13, T22
T22         | K, R, U, V, A, P5, M10, O21, E13
E13         | K, R, U, V, A, P5, M10, O21
O21         | K, R, U, V, A, P5, M10
M10         | K, R, U, V, A, P5
P5          | K, R, U, V, A
A           | N20, D16, N9, S17, Z21, T12, D24, K, R, U, V
V           | Z20, V9, N20, D16, N9, S17, Z21, T12, D24, K, R, U
U           | Z16, Z20, V9, N20, D16, N9, S17, Z21, T12, D24, K, R
R           | S0, Y4, X4, X5, Z16, Z20, V9, N20, D16, N9, S17, Z21, T12, D24, K
K           | W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9, N20, D16, N9, S17, Z21, T12, D24
D24         | W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9, N20, D16, N9, S17, Z21, T12
T12         | W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9, N20, D16, N9, S17, Z21
Z21         | W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9, N20, D16, N9, S17
S17         | W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9, N20, D16, N9
N9          | W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9, N20, D16
D16         | W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9, N20
N20         | L, W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20, V9
V9          | S, L, W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16, Z20
Z20         | S, L, W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5, Z16
Z16         | S, L, W0, L25, S23, O16, K25, X0, S0, Y4, X4, X5
X5          | S, L, W0, L25, S23, O16, K25, X0, S0, Y4, X4
X4          | S, L, W0, L25, S23, O16, K25, X0, S0, Y4
Y4          | S, L, W0, L25, S23, O16, K25, X0, S0
S0          | S, L, W0, L25, S23, O16, K25, X0
X0          | S, L, W0, L25, S23, O16, K25
K25         | S, L, W0, L25, S23, O16
O16         | S, L, W0, L25, S23
S23         | O, S, L, W0, L25
L25         | O, S, L, W0
W0          | O, S, L
L           | W9, T24, O, S
S           | U4, W9, T24, O
O           | W8, U14, S1, U4, W9, T24
T24         | W8, U14, S1, U4, W9
W9          | T, W8, U14, S1, U4
U4          | T, W8, U14, S1
S1          | T, W8, U14
U14         | T, W8
W8          | T
T           | 
No path from H to M

BFS algorithm --- 1000700 nano seconds ---

BFS algorithm --- 0.0010007 seconds ---

Expand Node | Fringe
--------------------
-           | (0, 'H')
H           | (129, 'M7'), (337, 'Y24'), (304, 'H21'), (834, 'W16'), (420, 'X15'), (361, 'J6'), (625, 'W5'), (845, 'H3'), (843, 'K15'), (862, 'M5')
M7          | (304, 'H21'), (337, 'Y24'), (361, 'J6'), (834, 'W16'), (420, 'X15'), (862, 'M5'), (625, 'W5'), (845, 'H3'), (843, 'K15')
H21         | (337, 'Y24'), (420, 'X15'), (361, 'J6'), (834, 'W16'), (843, 'K15'), (862, 'M5'), (625, 'W5'), (845, 'H3')
Y24         | (361, 'J6'), (420, 'X15'), (625, 'W5'), (834, 'W16'), (843, 'K15'), (862, 'M5'), (845, 'H3')
J6          | (420, 'X15'), (834, 'W16'), (625, 'W5'), (845, 'H3'), (843, 'K15'), (862, 'M5')
X15         | (625, 'W5'), (834, 'W16'), (862, 'M5'), (845, 'H3'), (843, 'K15')
W5          | (834, 'W16'), (843, 'K15'), (862, 'M5'), (845, 'H3')
W16         | (843, 'K15'), (845, 'H3'), (862, 'M5')
K15         | (845, 'H3'), (862, 'M5')
H3          | (862, 'M5')
M5          | 
No path from H to M

UCS algorithm --- 0 nano seconds ---

UCS algorithm --- 0.0 seconds ---

Expand Node | Fringe
--------------------
-           | H
H           | Y24, W16, J6, K15, H3, W5, M7, M5, X15, H21
H21         | Y24, W16, J6, K15, H3, W5, M7, M5, X15
X15         | Y24, W16, J6, K15, H3, W5, M7, M5, J
J           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4, V22, L17, L16, R11, Q25, J13, O17
O17         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4, V22, L17, L16, R11, Q25, J13
J13         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4, V22, L17, L16, R11, Q25
Q25         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4, V22, L17, L16, R11
R11         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4, V22, L17, L16
L16         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4, V22, L17
L17         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4, V22
V22         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, V4
V4          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, Q
Q           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, X20
X20         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, E
E           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, I16, P5
P5          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, I16
I16         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, C
C           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15, L19, E18, X21, I11, F8, O13, N15
N15         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15, L19, E18, X21, I11, F8, O13
O13         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15, L19, E18, X21, I11, F8
F8          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15, L19, E18, X21, I11
I11         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15, L19, E18, X21
X21         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15, L19, E18
E18         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15, L19
L19         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, T15
T15         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, D
D           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, Y19, H13
H13         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, Y19
Y19         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, G
G           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8, R12, X22, K7, G25, M18, O4, N1
N1          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8, R12, X22, K7, G25, M18, O4
O4          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8, R12, X22, K7, G25, M18
M18         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8, R12, X22, K7, G25
G25         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8, R12, X22, K7
K7          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8, R12, X22
X22         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8, R12
