dictionary size=  1000
list element size=  10000 

Start value = I  Goal value = W 

Expand Node | Fringe
--------------------
-           | (53, 'I')
X24         | (34190, 'G24'), (34283, 'Y2'), (34228, 'G9'), (34879, 'Z22'), (34623, 'U16'), (35719, 'F3'), (34860, 'P19'), (35020, 'R25'), (34967, 'N22'), (34997, 'T7'), (34631, 'S5'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (35226, 'Y9'), (36626, 'Y4'), (36392, 'R22'), (37589, 'N10'), (38900, 'X3'), (41984, 'V13'), (35559, 'W1'), (35669, 'T1'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (36483, 'O13'), (43414, 'Y20'), (41902, 'Y11'), (36622, 'I1'), (39852, 'J20'), (37938, 'L20'), (37766, 'K8'), (42239, 'Y16')
G24         | (34228, 'G9'), (34283, 'Y2'), (34860, 'P19'), (34879, 'Z22'), (34623, 'U16'), (35719, 'F3'), (35226, 'Y9'), (35020, 'R25'), (34967, 'N22'), (34997, 'T7'), (34631, 'S5'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36483, 'O13'), (36626, 'Y4'), (36392, 'R22'), (37589, 'N10'), (38900, 'X3'), (41984, 'V13'), (35559, 'W1'), (35669, 'T1'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16'), (43414, 'Y20'), (41902, 'Y11'), (36622, 'I1'), (39852, 'J20'), (37938, 'L20'), (37766, 'K8')
G9          | (34283, 'Y2'), (34623, 'U16'), (34860, 'P19'), (34879, 'Z22'), (34631, 'S5'), (35719, 'F3'), (35226, 'Y9'), (35020, 'R25'), (34967, 'N22'), (34997, 'T7'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36483, 'O13'), (36626, 'Y4'), (36392, 'R22'), (37589, 'N10'), (38900, 'X3'), (41984, 'V13'), (35559, 'W1'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16'), (43414, 'Y20'), (41902, 'Y11'), (36622, 'I1'), (39852, 'J20'), (37938, 'L20')
Y2          | (34623, 'U16'), (34631, 'S5'), (34860, 'P19'), (34879, 'Z22'), (34997, 'T7'), (35719, 'F3'), (35226, 'Y9'), (35020, 'R25'), (34967, 'N22'), (35559, 'W1'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36483, 'O13'), (36626, 'Y4'), (36392, 'R22'), (37589, 'N10'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16'), (43414, 'Y20'), (41902, 'Y11'), (36622, 'I1'), (39852, 'J20')
U16         | (34631, 'S5'), (34879, 'Z22'), (34860, 'P19'), (34967, 'N22'), (34997, 'T7'), (35719, 'F3'), (35226, 'Y9'), (35020, 'R25'), (37589, 'N10'), (35559, 'W1'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36483, 'O13'), (36626, 'Y4'), (36392, 'R22'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16'), (43414, 'Y20'), (41902, 'Y11'), (36622, 'I1')
S5          | (34860, 'P19'), (34879, 'Z22'), (35226, 'Y9'), (34967, 'N22'), (34997, 'T7'), (35719, 'F3'), (36483, 'O13'), (35020, 'R25'), (37589, 'N10'), (35559, 'W1'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (36626, 'Y4'), (36392, 'R22'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16'), (43414, 'Y20'), (41902, 'Y11')
P19         | (34879, 'Z22'), (34967, 'N22'), (35226, 'Y9'), (35020, 'R25'), (34997, 'T7'), (35719, 'F3'), (36483, 'O13'), (35270, 'D'), (37589, 'N10'), (35559, 'W1'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (36392, 'R22'), (41902, 'Y11'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16'), (43414, 'Y20'), (36626, 'Y4')
Z22         | (34967, 'N22'), (34997, 'T7'), (35226, 'Y9'), (35020, 'R25'), (35559, 'W1'), (35719, 'F3'), (36483, 'O13'), (35270, 'D'), (37589, 'N10'), (36626, 'Y4'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (36392, 'R22'), (41902, 'Y11'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16'), (43414, 'Y20')
N22         | (34997, 'T7'), (35020, 'R25'), (35226, 'Y9'), (35270, 'D'), (35559, 'W1'), (35719, 'F3'), (36483, 'O13'), (36392, 'R22'), (37589, 'N10'), (36626, 'Y4'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (43414, 'Y20'), (41902, 'Y11'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1'), (42239, 'Y16')
T7          | (35020, 'R25'), (35270, 'D'), (35226, 'Y9'), (36392, 'R22'), (35559, 'W1'), (35719, 'F3'), (36483, 'O13'), (41902, 'Y11'), (37589, 'N10'), (36626, 'Y4'), (35669, 'T1'), (36251, 'I11'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (43414, 'Y20'), (42239, 'Y16'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21'), (36845, 'B1')
R25         | (35226, 'Y9'), (35270, 'D'), (35719, 'F3'), (36392, 'R22'), (35559, 'W1'), (36251, 'I11'), (36483, 'O13'), (41902, 'Y11'), (37589, 'N10'), (36626, 'Y4'), (35669, 'T1'), (36845, 'B1'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (43414, 'Y20'), (42239, 'Y16'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (37605, 'E'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11'), (38978, 'X21')
Y9          | (35270, 'D'), (35559, 'W1'), (35719, 'F3'), (36392, 'R22'), (35669, 'T1'), (36251, 'I11'), (36483, 'O13'), (41902, 'Y11'), (37589, 'N10'), (36626, 'Y4'), (37605, 'E'), (36845, 'B1'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (43414, 'Y20'), (42239, 'Y16'), (39852, 'J20'), (38900, 'X3'), (41984, 'V13'), (37938, 'L20'), (37766, 'K8'), (38978, 'X21'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (39430, 'Z11')
D           | (35491, 'J21'), (35559, 'W1'), (35719, 'F3'), (35669, 'T1'), (36626, 'Y4'), (36251, 'I11'), (36483, 'O13'), (36392, 'R22'), (36170, 'R13'), (37938, 'L20'), (37605, 'E'), (36845, 'B1'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (38148, 'J25'), (40740, 'Q1'), (37589, 'N10'), (37363, 'U5'), (39431, 'Z2'), (39430, 'Z11'), (37766, 'K8'), (38978, 'X21'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (37747, 'H12'), (43414, 'Y20'), (41902, 'Y11'), (43809, 'N9'), (42239, 'Y16'), (39852, 'J20'), (39744, 'Q7'), (38900, 'X3'), (38893, 'Y15'), (41984, 'V13'), (40614, 'Z14')
J21         | (35559, 'W1'), (35669, 'T1'), (35719, 'F3'), (36170, 'R13'), (36626, 'Y4'), (36251, 'I11'), (36483, 'O13'), (36392, 'R22'), (37363, 'U5'), (37938, 'L20'), (37605, 'E'), (36845, 'B1'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (38148, 'J25'), (40740, 'Q1'), (37589, 'N10'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (37766, 'K8'), (38978, 'X21'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (37747, 'H12'), (43414, 'Y20'), (41902, 'Y11'), (43809, 'N9'), (42239, 'Y16'), (39852, 'J20'), (39744, 'Q7'), (38900, 'X3'), (40614, 'Z14'), (41984, 'V13')
W1          | (35669, 'T1'), (36170, 'R13'), (35719, 'F3'), (36392, 'R22'), (36626, 'Y4'), (36251, 'I11'), (36483, 'O13'), (38148, 'J25'), (37363, 'U5'), (37938, 'L20'), (37605, 'E'), (36845, 'B1'), (36341, 'Y25'), (36804, 'D'), (36622, 'I1'), (41902, 'Y11'), (40740, 'Q1'), (37589, 'N10'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (37766, 'K8'), (38978, 'X21'), (38243, 'V10'), (38434, 'N19'), (39038, 'Q13'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (37747, 'H12'), (43414, 'Y20'), (41984, 'V13'), (43809, 'N9'), (42239, 'Y16'), (39852, 'J20'), (39744, 'Q7'), (38900, 'X3'), (40614, 'Z14')
T1          | (35719, 'F3'), (36170, 'R13'), (36251, 'I11'), (36392, 'R22'), (36626, 'Y4'), (36341, 'Y25'), (36483, 'O13'), (38148, 'J25'), (37363, 'U5'), (37938, 'L20'), (37605, 'E'), (36845, 'B1'), (39038, 'Q13'), (36804, 'D'), (36622, 'I1'), (41902, 'Y11'), (40740, 'Q1'), (37589, 'N10'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (37766, 'K8'), (38978, 'X21'), (38243, 'V10'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (37747, 'H12'), (43414, 'Y20'), (41984, 'V13'), (43809, 'N9'), (42239, 'Y16'), (39852, 'J20'), (39744, 'Q7'), (38900, 'X3')
F3          | (36170, 'R13'), (36392, 'R22'), (36251, 'I11'), (37363, 'U5'), (36626, 'Y4'), (36341, 'Y25'), (36483, 'O13'), (38148, 'J25'), (37589, 'N10'), (37938, 'L20'), (37605, 'E'), (36845, 'B1'), (39038, 'Q13'), (36804, 'D'), (36622, 'I1'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (37766, 'K8'), (38978, 'X21'), (38243, 'V10'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (37747, 'H12'), (43414, 'Y20'), (41984, 'V13'), (43809, 'N9'), (42239, 'Y16'), (39852, 'J20'), (39744, 'Q7')
R13         | (36251, 'I11'), (36392, 'R22'), (36341, 'Y25'), (37363, 'U5'), (36626, 'Y4'), (36845, 'B1'), (36483, 'O13'), (38148, 'J25'), (37589, 'N10'), (37938, 'L20'), (37605, 'E'), (38243, 'V10'), (39038, 'Q13'), (36804, 'D'), (36622, 'I1'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (37766, 'K8'), (38978, 'X21'), (39744, 'Q7'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (37747, 'H12'), (43414, 'Y20'), (41984, 'V13'), (43809, 'N9'), (42239, 'Y16'), (39852, 'J20')
I11         | (36341, 'Y25'), (36392, 'R22'), (36483, 'O13'), (37363, 'U5'), (36626, 'Y4'), (36845, 'B1'), (36622, 'I1'), (38148, 'J25'), (37589, 'N10'), (37938, 'L20'), (37605, 'E'), (38243, 'V10'), (39038, 'Q13'), (36804, 'D'), (37747, 'H12'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (37766, 'K8'), (38978, 'X21'), (39744, 'Q7'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (39852, 'J20'), (43414, 'Y20'), (41984, 'V13'), (43809, 'N9'), (42239, 'Y16')
Y25         | (36392, 'R22'), (36626, 'Y4'), (36483, 'O13'), (37363, 'U5'), (37605, 'E'), (36845, 'B1'), (36622, 'I1'), (38148, 'J25'), (37589, 'N10'), (37938, 'L20'), (37766, 'K8'), (38243, 'V10'), (39038, 'Q13'), (36804, 'D'), (37747, 'H12'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (38978, 'X21'), (39744, 'Q7'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (37654, 'G13'), (40706, 'G22'), (39852, 'J20'), (43414, 'Y20'), (41984, 'V13'), (43809, 'N9')
R22         | (36483, 'O13'), (36626, 'Y4'), (36622, 'I1'), (37363, 'U5'), (37605, 'E'), (36845, 'B1'), (36804, 'D'), (38148, 'J25'), (37589, 'N10'), (37938, 'L20'), (37766, 'K8'), (38243, 'V10'), (39038, 'Q13'), (37654, 'G13'), (37747, 'H12'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (38978, 'X21'), (39744, 'Q7'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (43809, 'N9'), (40706, 'G22'), (39852, 'J20'), (43414, 'Y20'), (41984, 'V13')
O13         | (36622, 'I1'), (36626, 'Y4'), (36804, 'D'), (37363, 'U5'), (37605, 'E'), (36845, 'B1'), (37654, 'G13'), (38148, 'J25'), (37589, 'N10'), (37938, 'L20'), (37766, 'K8'), (38243, 'V10'), (39038, 'Q13'), (41984, 'V13'), (37747, 'H12'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (38893, 'Y15'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (38978, 'X21'), (39744, 'Q7'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (43809, 'N9'), (40706, 'G22'), (39852, 'J20'), (43414, 'Y20')
I1          | (36626, 'Y4'), (37363, 'U5'), (36804, 'D'), (37589, 'N10'), (37605, 'E'), (36845, 'B1'), (37654, 'G13'), (38148, 'J25'), (38893, 'Y15'), (37938, 'L20'), (37766, 'K8'), (38243, 'V10'), (39038, 'Q13'), (41984, 'V13'), (37747, 'H12'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (38978, 'X21'), (39744, 'Q7'), (38434, 'N19'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (43809, 'N9'), (40706, 'G22'), (39852, 'J20')
Y4          | (36804, 'D'), (37363, 'U5'), (36845, 'B1'), (37589, 'N10'), (37605, 'E'), (38243, 'V10'), (37654, 'G13'), (38148, 'J25'), (38893, 'Y15'), (37938, 'L20'), (37766, 'K8'), (38434, 'N19'), (39038, 'Q13'), (41984, 'V13'), (37747, 'H12'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (38978, 'X21'), (39744, 'Q7'), (39852, 'J20'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (43809, 'N9'), (40706, 'G22')
D           | (36845, 'B1'), (37363, 'U5'), (37654, 'G13'), (37589, 'N10'), (37605, 'E'), (38243, 'V10'), (37747, 'H12'), (38148, 'J25'), (38893, 'Y15'), (37938, 'L20'), (37766, 'K8'), (38434, 'N19'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (40740, 'Q1'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (38978, 'X21'), (39744, 'Q7'), (39852, 'J20'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24'), (43809, 'N9')
B1          | (37363, 'U5'), (37589, 'N10'), (37654, 'G13'), (38148, 'J25'), (37605, 'E'), (38243, 'V10'), (37747, 'H12'), (40740, 'Q1'), (38893, 'Y15'), (37938, 'L20'), (37766, 'K8'), (38434, 'N19'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (38978, 'X21'), (39744, 'Q7'), (39852, 'J20'), (40614, 'Z14'), (39430, 'V'), (44227, 'D24')
U5          | (37589, 'N10'), (37605, 'E'), (37654, 'G13'), (38148, 'J25'), (37766, 'K8'), (38243, 'V10'), (37747, 'H12'), (40740, 'Q1'), (38893, 'Y15'), (37938, 'L20'), (38978, 'X21'), (38434, 'N19'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (44227, 'D24'), (39744, 'Q7'), (39852, 'J20'), (40614, 'Z14'), (39430, 'V')
N10         | (37605, 'E'), (37766, 'K8'), (37654, 'G13'), (38148, 'J25'), (37938, 'L20'), (38243, 'V10'), (37747, 'H12'), (40740, 'Q1'), (38893, 'Y15'), (39430, 'V'), (38978, 'X21'), (38434, 'N19'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (44227, 'D24'), (39744, 'Q7'), (39852, 'J20'), (40614, 'Z14')
E           | (37654, 'G13'), (37766, 'K8'), (37747, 'H12'), (38148, 'J25'), (37938, 'L20'), (38243, 'V10'), (40614, 'Z14'), (40740, 'Q1'), (38893, 'Y15'), (39430, 'V'), (38978, 'X21'), (38434, 'N19'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (44227, 'D24'), (39744, 'Q7'), (39852, 'J20'), (39040, 'H5'), (41002, 'L9'), (42103, 'O21'), (45764, 'W11'), (47712, 'Y7'), (47258, 'Y10')
G13         | (37747, 'H12'), (37766, 'K8'), (38243, 'V10'), (38148, 'J25'), (37938, 'L20'), (38434, 'N19'), (40614, 'Z14'), (40740, 'Q1'), (38893, 'Y15'), (39430, 'V'), (38978, 'X21'), (39744, 'Q7'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (42239, 'Y16'), (44227, 'D24'), (47258, 'Y10'), (39852, 'J20'), (39040, 'H5'), (41002, 'L9'), (42103, 'O21'), (45764, 'W11'), (47712, 'Y7')
H12         | (37766, 'K8'), (37938, 'L20'), (38243, 'V10'), (38148, 'J25'), (38978, 'X21'), (38434, 'N19'), (40614, 'Z14'), (40740, 'Q1'), (38893, 'Y15'), (39430, 'V'), (42239, 'Y16'), (39744, 'Q7'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (38900, 'X3'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (47712, 'Y7'), (44227, 'D24'), (47258, 'Y10'), (39852, 'J20'), (39040, 'H5'), (41002, 'L9'), (42103, 'O21'), (45764, 'W11')
K8          | (37938, 'L20'), (38148, 'J25'), (38243, 'V10'), (38893, 'Y15'), (38978, 'X21'), (38434, 'N19'), (40614, 'Z14'), (40740, 'Q1'), (38900, 'X3'), (39430, 'V'), (42239, 'Y16'), (39744, 'Q7'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (47712, 'Y7'), (44227, 'D24'), (47258, 'Y10'), (39852, 'J20'), (39040, 'H5'), (41002, 'L9'), (42103, 'O21')
L20         | (38148, 'J25'), (38893, 'Y15'), (38243, 'V10'), (38900, 'X3'), (38978, 'X21'), (38434, 'N19'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39430, 'V'), (42239, 'Y16'), (39744, 'Q7'), (39038, 'Q13'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (47712, 'Y7'), (44227, 'D24'), (47258, 'Y10'), (39852, 'J20'), (39040, 'H5'), (41002, 'L9')
J25         | (38243, 'V10'), (38893, 'Y15'), (38434, 'N19'), (38900, 'X3'), (38978, 'X21'), (39038, 'Q13'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39430, 'V'), (42239, 'Y16'), (39744, 'Q7'), (39040, 'H5'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (47712, 'Y7'), (44227, 'D24'), (47258, 'Y10'), (39852, 'J20'), (41002, 'L9')
V10         | (38434, 'N19'), (38893, 'Y15'), (39038, 'Q13'), (38900, 'X3'), (38978, 'X21'), (39040, 'H5'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39430, 'V'), (42239, 'Y16'), (39744, 'Q7'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (47712, 'Y7'), (44227, 'D24'), (47258, 'Y10'), (39852, 'J20')
N19         | (38893, 'Y15'), (38900, 'X3'), (39038, 'Q13'), (39852, 'J20'), (38978, 'X21'), (39040, 'H5'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39430, 'V'), (42239, 'Y16'), (39744, 'Q7'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (39431, 'Z2'), (39430, 'Z11'), (47712, 'Y7'), (44227, 'D24'), (47258, 'Y10')
Y15         | (38900, 'X3'), (38978, 'X21'), (39038, 'Q13'), (39852, 'J20'), (39430, 'V'), (39040, 'H5'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39430, 'Z11'), (42239, 'Y16'), (39744, 'Q7'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (39431, 'Z2'), (47258, 'Y10'), (47712, 'Y7'), (44227, 'D24')
X3          | (38978, 'X21'), (39430, 'V'), (39038, 'Q13'), (39852, 'J20'), (39430, 'Z11'), (39040, 'H5'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39431, 'Z2'), (42239, 'Y16'), (39744, 'Q7'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (44227, 'D24'), (47258, 'Y10'), (47712, 'Y7')
X21         | (38589, 'Q'), (39038, 'Q13'), (39040, 'H5'), (39852, 'J20'), (39430, 'V'), (39744, 'Q7'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39431, 'Z2'), (39430, 'Z11'), (47712, 'Y7'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (44227, 'D24'), (47258, 'Y10'), (42239, 'Y16')
Q           | (39038, 'Q13'), (39430, 'V'), (39040, 'H5'), (39852, 'J20'), (39430, 'Z11'), (39744, 'Q7'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39431, 'Z2'), (40899, 'R18'), (40410, 'W7'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (44227, 'D24'), (47258, 'Y10'), (42239, 'Y16'), (45718, 'V20'), (47712, 'Y7'), (47376, 'Z18')
Q13         | (39040, 'H5'), (39430, 'V'), (39744, 'Q7'), (39852, 'J20'), (39430, 'Z11'), (40410, 'W7'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (39431, 'Z2'), (40899, 'R18'), (47376, 'Z18'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (44227, 'D24'), (47258, 'Y10'), (42239, 'Y16'), (45718, 'V20'), (47712, 'Y7')
H5          | (39430, 'V'), (39430, 'Z11'), (39744, 'Q7'), (39852, 'J20'), (39431, 'Z2'), (40410, 'W7'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (44227, 'D24'), (40899, 'R18'), (47376, 'Z18'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7'), (47258, 'Y10'), (42239, 'Y16'), (45718, 'V20')
V           | (39430, 'Z11'), (39431, 'Z2'), (39744, 'Q7'), (39852, 'J20'), (40899, 'R18'), (40410, 'W7'), (40614, 'Z14'), (40740, 'Q1'), (42103, 'O21'), (44227, 'D24'), (42239, 'Y16'), (47376, 'Z18'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (41902, 'Y11'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7'), (47258, 'Y10'), (45718, 'V20'), (47917, 'W4')
Z11         | (39431, 'Z2'), (39852, 'J20'), (39744, 'Q7'), (40740, 'Q1'), (40899, 'R18'), (40410, 'W7'), (40614, 'Z14'), (41902, 'Y11'), (42103, 'O21'), (44227, 'D24'), (42239, 'Y16'), (47376, 'Z18'), (41002, 'L9'), (41984, 'V13'), (40706, 'G22'), (47917, 'W4'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7'), (47258, 'Y10'), (45718, 'V20')
